,Zone,Type,Pass,Axial,Radial,Value
0,1.0,0.0,0.0,0.0,0.0,3.915218035143418
1,65.0,0.0,0.0,0.0,1.0,3.4138270687056522
2,129.0,0.0,0.0,0.0,2.0,2.862607895311376
3,193.0,0.0,0.0,0.0,3.0,2.754327787267583
4,9.0,0.0,0.0,1.0,0.0,8.16136570082787
5,73.0,0.0,0.0,1.0,1.0,7.2498614939961215
6,137.0,0.0,0.0,1.0,2.0,6.348471662959197
7,201.0,0.0,0.0,1.0,3.0,6.339712090147073
8,17.0,0.0,0.0,2.0,0.0,12.893055252712447
9,81.0,0.0,0.0,2.0,1.0,11.692554796210679
10,145.0,0.0,0.0,2.0,2.0,10.030336946158389
11,209.0,0.0,0.0,2.0,3.0,10.241610148981495
12,25.0,0.0,0.0,3.0,0.0,17.65093300275488
13,89.0,0.0,0.0,3.0,1.0,15.770163875944522
14,153.0,0.0,0.0,3.0,2.0,13.79454907546253
15,217.0,0.0,0.0,3.0,3.0,14.045825984169591
16,33.0,0.0,0.0,4.0,0.0,21.786491501939533
17,97.0,0.0,0.0,4.0,1.0,19.467315085385607
18,161.0,0.0,0.0,4.0,2.0,17.12604151729428
19,225.0,0.0,0.0,4.0,3.0,17.656510959633962
20,41.0,0.0,0.0,5.0,0.0,25.299911266806358
21,105.0,0.0,0.0,5.0,1.0,22.612575421609243
22,169.0,0.0,0.0,5.0,2.0,19.881813845910365
23,233.0,0.0,0.0,5.0,3.0,20.70731006417546
24,49.0,0.0,0.0,6.0,0.0,27.975870825589055
25,113.0,0.0,0.0,6.0,1.0,24.994360886442486
26,177.0,0.0,0.0,6.0,2.0,22.239634951973162
27,241.0,0.0,0.0,6.0,3.0,22.98713732342739
28,57.0,0.0,0.0,7.0,0.0,30.069553522920295
29,121.0,0.0,0.0,7.0,1.0,26.909461037838962
30,185.0,0.0,0.0,7.0,2.0,23.979783519613573
31,249.0,0.0,0.0,7.0,3.0,24.899246409675882
32,2.0,0.0,1.0,0.0,0.0,30.188331744191956
33,66.0,0.0,1.0,0.0,1.0,29.891756691084908
34,130.0,0.0,1.0,0.0,2.0,29.445780308855916
35,194.0,0.0,1.0,0.0,3.0,29.291422910501552
36,10.0,0.0,1.0,1.0,0.0,34.27760867544102
37,74.0,0.0,1.0,1.0,1.0,33.60956315273015
38,138.0,0.0,1.0,1.0,2.0,32.79028236019092
39,202.0,0.0,1.0,1.0,3.0,32.8794537157132
40,18.0,0.0,1.0,2.0,0.0,38.73378977895218
41,82.0,0.0,1.0,2.0,1.0,37.60049298166549
42,146.0,0.0,1.0,2.0,2.0,36.34282571927858
43,210.0,0.0,1.0,2.0,3.0,36.31448509353962
44,26.0,0.0,1.0,3.0,0.0,43.078958386273136
45,90.0,0.0,1.0,3.0,1.0,41.47439294413276
46,154.0,0.0,1.0,3.0,2.0,39.96737658342718
47,218.0,0.0,1.0,3.0,3.0,40.16353047602237
48,34.0,0.0,1.0,4.0,0.0,46.95517525264579
49,98.0,0.0,1.0,4.0,1.0,45.12403797771224
50,162.0,0.0,1.0,4.0,2.0,43.11796675761873
51,226.0,0.0,1.0,4.0,3.0,43.70840045912671
52,42.0,0.0,1.0,5.0,0.0,50.34222264885185
53,106.0,0.0,1.0,5.0,1.0,48.082200800076365
54,170.0,0.0,1.0,5.0,2.0,45.96738158196822
55,234.0,0.0,1.0,5.0,3.0,46.42110975954745
56,50.0,0.0,1.0,6.0,0.0,52.88094132644499
57,114.0,0.0,1.0,6.0,1.0,50.53542945737168
58,178.0,0.0,1.0,6.0,2.0,48.08976550937282
59,242.0,0.0,1.0,6.0,3.0,48.805954459134924
60,58.0,0.0,1.0,7.0,0.0,54.85560661595244
61,122.0,0.0,1.0,7.0,1.0,52.35222463549508
62,186.0,0.0,1.0,7.0,2.0,49.73892841542091
63,250.0,0.0,1.0,7.0,3.0,50.398364540286984
64,3.0,0.0,2.0,0.0,0.0,55.5333188484311
65,67.0,0.0,2.0,0.0,1.0,54.96463174148644
66,131.0,0.0,2.0,0.0,2.0,54.41165058854562
67,195.0,0.0,2.0,0.0,3.0,54.623588944274694
68,11.0,0.0,2.0,1.0,0.0,59.350408374633204
69,75.0,0.0,2.0,1.0,1.0,58.28231857909059
70,139.0,0.0,2.0,1.0,2.0,57.43347744286897
71,203.0,0.0,2.0,1.0,3.0,57.825078339251796
72,19.0,0.0,2.0,2.0,0.0,63.68453579249636
73,83.0,0.0,2.0,2.0,1.0,61.99987799751998
74,147.0,0.0,2.0,2.0,2.0,60.658462075677534
75,211.0,0.0,2.0,2.0,3.0,61.282032324990766
76,27.0,0.0,2.0,3.0,0.0,67.75542637548607
77,91.0,0.0,2.0,3.0,1.0,65.5781692536165
78,155.0,0.0,2.0,3.0,2.0,64.02826805262475
79,219.0,0.0,2.0,3.0,3.0,64.54014626853797
80,35.0,0.0,2.0,4.0,0.0,71.37737696276247
81,99.0,0.0,2.0,4.0,1.0,68.88786413745271
82,163.0,0.0,2.0,4.0,2.0,67.07241980178235
83,227.0,0.0,2.0,4.0,3.0,67.25578992229504
