,Axial,Radial,Value,Relative Uncertainty
0,0,0,5.655103684217071e+19,0.010809556871800597
1,0,1,5.4691355888452256e+19,0.011039729890111056
2,0,2,6.2866173310405214e+19,0.01209577544790949
3,0,3,7.1858852513327055e+19,0.013336989945408339
4,1,0,6.721549923139816e+19,0.010938065318017968
5,1,1,6.022515403964386e+19,0.009644696230474094
6,1,2,6.7226891732061454e+19,0.010264826351457812
7,1,3,7.661203444702701e+19,0.01207433335297801
8,2,0,7.203859956397465e+19,0.01049465129168857
9,2,1,6.544737631457803e+19,0.00963612576096405
10,2,2,7.441877649355393e+19,0.01011910392913899
11,2,3,8.554355177568421e+19,0.011174867463865435
12,3,0,7.391393718405843e+19,0.008458546158265691
13,3,1,6.565480274862122e+19,0.010109605940562358
14,3,2,7.269396960373967e+19,0.010194204974826516
15,3,3,8.344373945706103e+19,0.012357960048263535
16,4,0,6.732552087744968e+19,0.008967229509664665
17,4,1,5.981593794757746e+19,0.010735650189040526
18,4,2,6.7174508174677475e+19,0.010415724686743651
19,4,3,7.470886604968945e+19,0.010564240308272571
20,5,0,5.7950064922029425e+19,0.011809591827199508
21,5,1,5.168447724515068e+19,0.011883736507325384
22,5,2,5.773365604263586e+19,0.010293440349034315
23,5,3,6.2363821443525e+19,0.01281091156390883
24,6,0,4.648662337156658e+19,0.014800664048100718
25,6,1,4.064758896544953e+19,0.014927022873163144
26,6,2,4.515600330498635e+19,0.013803047440345816
27,6,3,4.8166883961793905e+19,0.014949036633880905
28,7,0,3.638438692407115e+19,0.01663554146402335
29,7,1,3.3012859199003464e+19,0.01598270340468324
30,7,2,3.6611409348431835e+19,0.01668728204956834
31,7,3,3.9595914352506585e+19,0.017613745632021935
