,Axial,Radial,Value,Relative Uncertainty
0,0,0,6.303479905141338e+19,0.0042845082075225385
1,0,1,5.9733124351874335e+19,0.004399162165612366
2,0,2,6.852962286590802e+19,0.004565939822474935
3,0,3,7.960578301376792e+19,0.004584484896512373
4,1,0,7.240198210426858e+19,0.0040153056082114615
5,1,1,6.522061961242652e+19,0.00402110798963876
6,1,2,7.301742086923486e+19,0.00455218708977706
7,1,3,8.36003537213734e+19,0.0049129616963587775
8,2,0,7.823651507103647e+19,0.004228566126349606
9,2,1,6.9402055836659696e+19,0.0038881098357074887
10,2,2,7.785666480695045e+19,0.003823522406553069
11,2,3,8.77894234146431e+19,0.003948405192117964
12,3,0,7.755664568238286e+19,0.003982661024318821
13,3,1,6.833964433884671e+19,0.004171042962991937
14,3,2,7.599876028821658e+19,0.0035629562562693937
15,3,3,8.530369299385627e+19,0.0037168198728482816
16,4,0,7.1728475497230115e+19,0.003671950982398353
17,4,1,6.293701131595918e+19,0.004050398264873217
18,4,2,6.943303765690837e+19,0.003797341272831434
19,4,3,7.726080093828202e+19,0.004669634590821042
20,5,0,6.15855363752624e+19,0.004188869414325158
21,5,1,5.375264010336173e+19,0.003938149104402113
22,5,2,5.9680081675789615e+19,0.003757484556249147
23,5,3,6.640398677769544e+19,0.005104754156253016
24,6,0,4.9976697691659936e+19,0.005956862983804165
25,6,1,4.351935624709079e+19,0.0058735046218297
26,6,2,4.814259695322933e+19,0.00573966539173344
27,6,3,5.401828506767246e+19,0.007299402260321617
28,7,0,3.909010480242261e+19,0.007253934275768957
29,7,1,3.6133125267991187e+19,0.007370361956682871
30,7,2,4.062594459057443e+19,0.007670186484129687
31,7,3,4.604289656175147e+19,0.009852554039610805
