,Axial,Radial,Value,Relative Uncertainty
0,0,0,7599735.81495365,0.010675859616885343
1,0,1,7555938.09837068,0.011693676849256124
2,0,2,8454850.772525113,0.009440814677074071
3,0,3,9783140.172230834,0.00971852667535849
4,1,0,8786215.676608555,0.009463623348350091
5,1,1,8301494.051944648,0.010252935693066284
6,1,2,8978224.069863245,0.010609954719529758
7,1,3,10244759.945938535,0.010706771011027431
8,2,0,9563169.373883976,0.008434977081078909
9,2,1,8913815.138530185,0.008257775686666276
10,2,2,9512579.790404418,0.008219684075483165
11,2,3,10677979.846783726,0.01000909810159637
12,3,0,9344217.57152389,0.008781715355796992
13,3,1,8680277.670640923,0.007555492906386845
14,3,2,9241995.382219194,0.008293552599407042
15,3,3,10369000.700364003,0.008698009394530373
16,4,0,8310676.835959834,0.007960963728492523
17,4,1,7901401.6727739945,0.009710732498999959
18,4,2,8236819.410534265,0.008494419976240987
19,4,3,9071013.996580414,0.009372387022282722
20,5,0,7201447.650923604,0.010493822570462183
21,5,1,6765201.681093954,0.009947253390605306
22,5,2,6924501.701967388,0.010195851154449254
23,5,3,7718117.688095286,0.009694294868865114
24,6,0,5716599.962072086,0.01371091374813458
25,6,1,5339960.639384501,0.013665234117141548
26,6,2,5619971.699524146,0.014640066368459525
27,6,3,6339271.958160542,0.014251481706603248
28,7,0,4344285.7019110015,0.015972360699623548
29,7,1,4544703.818483733,0.016007220212689233
30,7,2,4986804.709454514,0.0161998278156928
31,7,3,5489955.057118104,0.01956790267721713
