,Axial,Radial,Value,Relative Uncertainty
0,0,0,7246125.389645301,0.009889120725306835
1,0,1,7251014.013672065,0.00892550349615493
2,0,2,8010697.3023634935,0.00834444551564041
3,0,3,9199794.264183408,0.007884515048237712
4,1,0,8559495.397314219,0.007230265926140047
5,1,1,7970787.425068961,0.007630825572671788
6,1,2,8696590.139275618,0.006686610750303103
7,1,3,9642097.812491765,0.006924273356568672
8,2,0,9370423.63168518,0.007835970227900805
9,2,1,8737772.682172332,0.005627898210407824
10,2,2,9409112.397945864,0.006539020785840832
11,2,3,10564923.731544552,0.006121222611150589
12,3,0,9174651.356638253,0.006756742342282369
13,3,1,8517418.676467473,0.006548270259306584
14,3,2,9190336.770129327,0.00609532197855877
15,3,3,10125791.644650891,0.0070171512063703775
16,4,0,8435351.983803762,0.006630083570275595
17,4,1,8025025.316982555,0.0062298587287331255
18,4,2,8518451.938299334,0.006498867084461204
19,4,3,9266546.08412423,0.006812179114845183
20,5,0,7354817.881646332,0.00771172830236803
21,5,1,7002122.703464707,0.0082347490192379
22,5,2,7452454.1948762955,0.0072593858805752596
23,5,3,8268981.162126171,0.00805983013450638
24,6,0,5907384.955588455,0.008542305931283602
25,6,1,5746150.553088566,0.007942035458406355
26,6,2,6136005.156084065,0.00831453122103195
27,6,3,6850083.747541714,0.008956570624806226
28,7,0,4550830.884929307,0.011009839124672538
29,7,1,4753912.939211135,0.010041615410898385
30,7,2,5213828.453399002,0.010132608623582623
31,7,3,6026536.801926989,0.011292312399202739
