,Axial,Radial,Value,Relative Uncertainty
0,0,0,3.1985157989449277e+19,0.017452428151271092
1,0,1,3.0780442409339535e+19,0.016929789675924237
2,0,2,3.6670354781236814e+19,0.014682697162395024
3,0,3,4.272628257927196e+19,0.015899261957949808
4,1,0,4.002432096805005e+19,0.013393782810839219
5,1,1,3.709679712391389e+19,0.011573099924520009
6,1,2,4.392477571908053e+19,0.012609935205112645
7,1,3,5.089671428852852e+19,0.012706232765069325
8,2,0,4.808967273852192e+19,0.012872250277235665
9,2,1,4.549371134981569e+19,0.011919890543229492
10,2,2,5.260589875450603e+19,0.011964576269643031
11,2,3,6.2270336402971116e+19,0.01320377189672142
12,3,0,5.3032789408908935e+19,0.012989027597059971
13,3,1,5.032230505689076e+19,0.011610931331495369
14,3,2,5.698677143811797e+19,0.011887965238144397
15,3,3,6.742843726929974e+19,0.013423239223590091
16,4,0,5.43887490282192e+19,0.012652414389512073
17,4,1,5.166750489538664e+19,0.011780620529456621
18,4,2,5.887316760258435e+19,0.009556216676994743
19,4,3,6.641900118137621e+19,0.012495170394086671
20,5,0,5.037213507918208e+19,0.014018913823722966
21,5,1,4.637350494984698e+19,0.010962203475312111
22,5,2,5.4521654929659404e+19,0.011117342233425562
23,5,3,6.2396597932339446e+19,0.01295027397616388
24,6,0,4.386012467261201e+19,0.012977784636978924
25,6,1,4.095396071103949e+19,0.013941655624849406
26,6,2,4.720548968834529e+19,0.01432538972767354
27,6,3,5.665073061317503e+19,0.012969931978148178
28,7,0,3.473284875325964e+19,0.01471348033097085
29,7,1,3.5056806447226573e+19,0.016474541712548765
30,7,2,4.1388052815875826e+19,0.015683363136668675
31,7,3,4.855387117396748e+19,0.016610338298184497
