,Axial,Radial,Value,Relative Uncertainty
0,0,0,7784996.568515588,0.0063033714605783865
1,0,1,7858683.759586742,0.006388287541326742
2,0,2,8634314.238328436,0.006022255624829968
3,0,3,9793525.807899537,0.006105869514434061
4,1,0,9215640.798201771,0.005661259591535262
5,1,1,8473427.174073128,0.005646472170912033
6,1,2,9178977.319571162,0.005972483022720986
7,1,3,10114567.116999336,0.005429676094428645
8,2,0,9624328.725110652,0.0048412164650373825
9,2,1,8997285.951301917,0.004978558499057019
10,2,2,9575533.881516464,0.004779884392380294
11,2,3,10620314.726527737,0.004565327587018976
12,3,0,9153125.771445999,0.004283550608217766
13,3,1,8633667.570427911,0.004533732324147357
14,3,2,9173644.420550087,0.004094821004277158
15,3,3,10351612.284245092,0.0042491916516284095
16,4,0,8270959.868094402,0.00471813415005266
17,4,1,7746727.682004679,0.005799347620276074
18,4,2,8295869.259481523,0.004592117524831041
19,4,3,9256893.493302785,0.004773373142690151
20,5,0,6982101.685940576,0.0044770011437399474
21,5,1,6617004.399477453,0.0055463685577795685
22,5,2,7047196.332651161,0.006147244677564361
23,5,3,7865955.739363756,0.007112515656636168
24,6,0,5610683.196314138,0.007052393623032729
25,6,1,5369773.3329476,0.00707783691803779
26,6,2,5750498.150049603,0.007134197786336693
27,6,3,6370968.612663975,0.007893856869998004
28,7,0,4210563.439149247,0.008080496448203293
29,7,1,4410306.299989465,0.009014980139392854
30,7,2,4936531.415301503,0.009217063071662361
31,7,3,5444794.150828086,0.007208188899201467
