,Axial,Radial,Value,Relative Uncertainty
0,0,0,6.265734190567427e+19,0.005190794052965972
1,0,1,5.964536773845527e+19,0.004983879926851741
2,0,2,6.904015235813612e+19,0.005175646040852609
3,0,3,7.921737641176215e+19,0.0068881738239128
4,1,0,7.2138603991011434e+19,0.00406166986340815
5,1,1,6.4976081735914455e+19,0.004098536843269093
6,1,2,7.3271825252884914e+19,0.005004054083318442
7,1,3,8.293108114402646e+19,0.005882057306360396
8,2,0,7.858831037767718e+19,0.004042052053377141
9,2,1,6.959863447148385e+19,0.003739765326695478
10,2,2,7.753876423323035e+19,0.004323647363776622
11,2,3,8.67941376713287e+19,0.004761369930624324
12,3,0,7.74867583607134e+19,0.0038873566588069524
13,3,1,6.829198603489973e+19,0.004224724089840733
14,3,2,7.576520931923388e+19,0.0038971762429859005
15,3,3,8.452954661658939e+19,0.004046321948175502
16,4,0,7.148564804748646e+19,0.00365067587490718
17,4,1,6.257345030154122e+19,0.004016525361329777
18,4,2,6.844779925469409e+19,0.004094066874647672
19,4,3,7.68572323903505e+19,0.0044551927037191855
20,5,0,6.160903193285084e+19,0.004881830579412335
21,5,1,5.3783800007837065e+19,0.004395928743960597
22,5,2,5.912722928291052e+19,0.004410025161591897
23,5,3,6.665274748832846e+19,0.005096915962782332
24,6,0,4.981915351515126e+19,0.006319870788990021
25,6,1,4.358723838163574e+19,0.006881738960258272
26,6,2,4.802204407623506e+19,0.005924928255760947
27,6,3,5.425802568410019e+19,0.006341688950355694
28,7,0,3.929359953397279e+19,0.008089724919245131
29,7,1,3.6837181745213317e+19,0.008075810959755517
30,7,2,4.162320916282503e+19,0.007887354861784485
31,7,3,4.701652317323315e+19,0.0080382030197837
