,Zone,Type,Pass,Axial,Radial,Value
0,1.0,0.0,0.0,0.0,0.0,2.783511276290037
1,65.0,0.0,0.0,0.0,1.0,2.384244743838626
2,129.0,0.0,0.0,0.0,2.0,2.1294484216071927
3,193.0,0.0,0.0,0.0,3.0,2.079204162550649
4,9.0,0.0,0.0,1.0,0.0,7.261634477557708
5,73.0,0.0,0.0,1.0,1.0,6.36887733166316
6,137.0,0.0,0.0,1.0,2.0,5.657449679237531
7,201.0,0.0,0.0,1.0,3.0,5.721964638048123
8,17.0,0.0,0.0,2.0,0.0,12.008121317588717
9,81.0,0.0,0.0,2.0,1.0,10.683389285045774
10,145.0,0.0,0.0,2.0,2.0,9.496528554014073
11,209.0,0.0,0.0,2.0,3.0,9.817442840393845
12,25.0,0.0,0.0,3.0,0.0,16.738429150094646
13,89.0,0.0,0.0,3.0,1.0,14.916392544135162
14,153.0,0.0,0.0,3.0,2.0,13.353154511312734
15,217.0,0.0,0.0,3.0,3.0,13.947640955833396
16,33.0,0.0,0.0,4.0,0.0,21.169765602381645
17,97.0,0.0,0.0,4.0,1.0,18.892854750477365
18,161.0,0.0,0.0,4.0,2.0,16.98505561970436
19,225.0,0.0,0.0,4.0,3.0,17.821743000561113
20,41.0,0.0,0.0,5.0,0.0,25.08853830656571
21,105.0,0.0,0.0,5.0,1.0,22.441010071747776
22,169.0,0.0,0.0,5.0,2.0,20.225033069963686
23,233.0,0.0,0.0,5.0,3.0,21.20904590667717
24,49.0,0.0,0.0,6.0,0.0,28.332026387404127
25,113.0,0.0,0.0,6.0,1.0,25.373280422456673
26,177.0,0.0,0.0,6.0,2.0,22.871595229185868
27,241.0,0.0,0.0,6.0,3.0,23.986899398592413
28,57.0,0.0,0.0,7.0,0.0,31.038299943392143
29,121.0,0.0,0.0,7.0,1.0,27.77535694873691
30,185.0,0.0,0.0,7.0,2.0,25.019985033096656
31,249.0,0.0,0.0,7.0,3.0,26.15879924482693
32,2.0,0.0,1.0,0.0,0.0,30.904184640030678
33,66.0,0.0,1.0,0.0,1.0,30.546697075915894
34,130.0,0.0,1.0,0.0,2.0,30.30376838649986
35,194.0,0.0,1.0,0.0,3.0,30.20522297099283
36,10.0,0.0,1.0,1.0,0.0,35.20778231327805
37,74.0,0.0,1.0,1.0,1.0,34.32406448475772
38,138.0,0.0,1.0,1.0,2.0,33.694102453402756
39,202.0,0.0,1.0,1.0,3.0,33.64165178237791
40,18.0,0.0,1.0,2.0,0.0,39.688986896040966
41,82.0,0.0,1.0,2.0,1.0,38.331286513820004
42,146.0,0.0,1.0,2.0,2.0,37.30378638961636
43,210.0,0.0,1.0,2.0,3.0,37.46490467989687
44,26.0,0.0,1.0,3.0,0.0,44.10416240411905
45,90.0,0.0,1.0,3.0,1.0,42.37629690560567
46,154.0,0.0,1.0,3.0,2.0,40.954540605865475
47,218.0,0.0,1.0,3.0,3.0,41.35010383558099
48,34.0,0.0,1.0,4.0,0.0,48.24091684112339
49,98.0,0.0,1.0,4.0,1.0,46.13932246261769
50,162.0,0.0,1.0,4.0,2.0,44.35675450634537
51,226.0,0.0,1.0,4.0,3.0,44.97464380641072
52,42.0,0.0,1.0,5.0,0.0,51.88969739758548
53,106.0,0.0,1.0,5.0,1.0,49.39399248996901
54,170.0,0.0,1.0,5.0,2.0,47.35348019987548
55,234.0,0.0,1.0,5.0,3.0,48.13271839650861
56,50.0,0.0,1.0,6.0,0.0,54.92321921316402
57,114.0,0.0,1.0,6.0,1.0,52.14043575041356
58,178.0,0.0,1.0,6.0,2.0,49.86832492093487
59,242.0,0.0,1.0,6.0,3.0,50.74097659513123
60,58.0,0.0,1.0,7.0,0.0,57.35697100483878
61,122.0,0.0,1.0,7.0,1.0,54.37032445594439
62,186.0,0.0,1.0,7.0,2.0,51.875462587490816
63,250.0,0.0,1.0,7.0,3.0,52.71042431089761
64,3.0,0.0,2.0,0.0,0.0,57.203350749105894
65,67.0,0.0,2.0,0.0,1.0,56.90661584924711
66,131.0,0.0,2.0,0.0,2.0,56.643872934714906
67,195.0,0.0,2.0,0.0,3.0,56.63078844365513
68,11.0,0.0,2.0,1.0,0.0,61.1080385237867
69,75.0,0.0,2.0,1.0,1.0,60.39777088774669
70,139.0,0.0,2.0,1.0,2.0,59.731520634478215
71,203.0,0.0,2.0,1.0,3.0,59.78542257438528
72,19.0,0.0,2.0,2.0,0.0,65.23339028653974
73,83.0,0.0,2.0,2.0,1.0,64.06264370199804
74,147.0,0.0,2.0,2.0,2.0,63.06930254617734
75,211.0,0.0,2.0,2.0,3.0,63.29700664965699
76,27.0,0.0,2.0,3.0,0.0,69.34956346240745
77,91.0,0.0,2.0,3.0,1.0,67.75333710283618
78,155.0,0.0,2.0,3.0,2.0,66.45069407047363
79,219.0,0.0,2.0,3.0,3.0,66.80825097480758
80,35.0,0.0,2.0,4.0,0.0,73.14438824729224
