,Axial,Radial,Value,Relative Uncertainty
0,0,0,7516995.949614381,0.005323828801914903
1,0,1,7604165.057908794,0.006047679263742492
2,0,2,8437743.731547758,0.006434122886286002
3,0,3,9640326.393258318,0.0066072097105631675
4,1,0,8780052.698296294,0.0047518726302165455
5,1,1,8261792.74615613,0.0057050746589077635
6,1,2,8947706.30408471,0.005726861499643305
7,1,3,10051355.740838798,0.0062835072500168725
8,2,0,9510710.691108745,0.004162318054525791
9,2,1,8839585.944151456,0.0046845759573129345
10,2,2,9387307.291255489,0.004706295136408543
11,2,3,10495047.082876123,0.004189034551278698
12,3,0,9150550.881340977,0.004472597508678301
13,3,1,8680876.625836195,0.004456322938463319
14,3,2,9161427.400759809,0.004221992561848786
15,3,3,10155973.349324293,0.004264440158145698
16,4,0,8351932.913478302,0.004531850445273069
17,4,1,7857571.855845532,0.00467562269383164
18,4,2,8381473.378920318,0.004848488043982174
19,4,3,9319661.270030083,0.0050751308340082355
20,5,0,7143023.990312444,0.004799881487754469
21,5,1,6846870.580590248,0.00576674864195674
22,5,2,7294980.632504002,0.005233733192165333
23,5,3,8073944.5408184575,0.005452825736048712
24,6,0,5754452.950965861,0.007108481394070741
25,6,1,5550472.011166492,0.006715040270046989
26,6,2,6010940.233802669,0.006731244538955151
27,6,3,6570052.009051673,0.007307740109077585
28,7,0,4378171.094109711,0.007425943280438354
29,7,1,4567431.48924344,0.00750002364723643
30,7,2,4961750.820746663,0.009211998178783596
31,7,3,5600226.93415833,0.00823346961362369
