,Axial,Radial,Value,Relative Uncertainty
0,0,0,6.2734381098525065e+19,0.006833762144946002
1,0,1,6.001455884491743e+19,0.0063421366126014
2,0,2,6.874080611764001e+19,0.006283722461561029
3,0,3,7.84707946311386e+19,0.006065729260642779
4,1,0,7.313093370443289e+19,0.005778371246033975
5,1,1,6.525070807078248e+19,0.005355542118811813
6,1,2,7.320367439360857e+19,0.006329230794994701
7,1,3,8.297203724234804e+19,0.005685957477755562
8,2,0,7.921325735658537e+19,0.005051185413444202
9,2,1,7.004947250127303e+19,0.0042246579009514035
10,2,2,7.765482830587719e+19,0.004190707996608314
11,2,3,8.660975111613052e+19,0.004990471494268185
12,3,0,7.761172456159175e+19,0.004433117169588108
13,3,1,6.767531706670218e+19,0.0048942027936291965
14,3,2,7.52736979184248e+19,0.0048682083383329
15,3,3,8.434409755813472e+19,0.004884615574768004
16,4,0,7.1021015957193785e+19,0.006269603766962188
17,4,1,6.211413333512447e+19,0.006201379495586613
18,4,2,6.8379473514449715e+19,0.0061195637346468795
19,4,3,7.631441953718883e+19,0.005962676502002815
20,5,0,6.209087971898122e+19,0.005592005362159064
21,5,1,5.385504787640427e+19,0.005551885257844906
22,5,2,5.944825255189902e+19,0.005011217517640316
23,5,3,6.624489678902824e+19,0.005612656570400117
24,6,0,4.988912009462613e+19,0.005647530232830261
25,6,1,4.369364924249669e+19,0.006528741623771623
26,6,2,4.835108484121411e+19,0.006968465333598675
27,6,3,5.414010661000838e+19,0.007500147730911047
28,7,0,3.960616108204436e+19,0.007890871697084247
29,7,1,3.6878559506107798e+19,0.007553924354771832
30,7,2,4.120758476786156e+19,0.008631884535321354
31,7,3,4.661154898837233e+19,0.010781782637454536
