,Axial,Radial,Value,Relative Uncertainty
0,0,0,6.229349606309412e+19,0.005022129408067669
1,0,1,5.937091343716971e+19,0.005864384465678737
2,0,2,6.783533321874121e+19,0.005063498140601978
3,0,3,7.778682614435203e+19,0.005064319405462864
4,1,0,7.227689504154839e+19,0.0038007860175690695
5,1,1,6.445457122110728e+19,0.004331271750723562
6,1,2,7.219159682381314e+19,0.004425893202548927
7,1,3,8.152481231981098e+19,0.004693519698260805
8,2,0,7.767744334139323e+19,0.003989009456532832
9,2,1,6.90578738262236e+19,0.0038055517634058684
10,2,2,7.687429896909152e+19,0.004172177814702084
11,2,3,8.626734315529863e+19,0.004054719382828294
12,3,0,7.705324732692736e+19,0.004153861920708059
13,3,1,6.79666751162539e+19,0.00396711321010956
14,3,2,7.527956552255173e+19,0.0031000922374915386
15,3,3,8.463734971527753e+19,0.004345094916746658
16,4,0,7.080169351656618e+19,0.00344873262008545
17,4,1,6.1843127312880394e+19,0.0034029522313597424
18,4,2,6.894969294612959e+19,0.003630016598731545
19,4,3,7.805334859142439e+19,0.004303181038409019
20,5,0,6.1545180057708e+19,0.004106333431352195
21,5,1,5.446118151478895e+19,0.004386275151118794
22,5,2,6.030952499069257e+19,0.004528024192531514
23,5,3,6.700099793715836e+19,0.005440329385543601
24,6,0,5.078461475797337e+19,0.005663770400261821
25,6,1,4.427652613263251e+19,0.004729042410147283
26,6,2,4.981183441382832e+19,0.004965991526163754
27,6,3,5.578154218996687e+19,0.006610330016023599
28,7,0,4.019709733980379e+19,0.00616300861803688
29,7,1,3.749340141859063e+19,0.005806245928049717
30,7,2,4.235738668306212e+19,0.00630797326413864
31,7,3,4.831834399144287e+19,0.008201937479506172
