,1,2,3,4,Avg
1_24,149.83063918982813,147.9211248954628,146.0585052551415,146.42527701105226,147.55888658787117
1_25,150.309952975409,148.40497133187583,146.5452455031556,146.90974216963977,148.04247799502005
1_26,150.63535176853028,148.73340611064248,146.87560069561624,147.2386009559504,148.37073988268486
1_27,150.8601899726769,148.9601078315113,147.10339171598494,147.4654683929784,148.59728947828788
1_28,151.07007678579382,149.17139369240547,147.31536918503448,147.67671433580458,148.8083884997596
1_29,151.34044975052603,149.44339060735302,147.5881168213943,147.94857742700262,149.08013365156899
1_30,151.72027189685227,149.8256707232823,147.97167302337994,148.33081625635802,149.46210797496812
1_31,152.21927819133296,150.3283811954772,148.47656897319195,148.83378902037816,149.96450434509507
1_32,152.78523597765857,150.89905560359384,149.05025040131991,149.40507716897335,150.5349047878864
1_33,153.32396172618144,151.44264557101394,149.59707293277475,149.94946793949663,151.0782870423667
1_34,153.75960121980674,151.88239820918847,150.0396071291927,150.38996431223043,151.51789271760458
1_35,154.07592102048477,152.20167928986493,150.3608765236699,150.70976873336642,151.8370613918465
1_36,154.31472466663087,152.44251802205474,150.60303063590814,150.95090545148895,152.07779469402067
1_37,154.54662102288088,152.67616695236381,150.83777218359532,151.18475901992724,152.31132979469183
1_38,154.83821424283678,152.96995366567725,151.13296028748456,151.47884293270783,152.60499278217662
1_39,155.22980436515286,153.3646968619921,151.52980783864382,151.87412848975245,152.99960938888532
1_40,155.71685321931943,153.85592683535023,152.02391302249006,152.36618805943084,153.49072028414764
1_41,156.24724609717208,154.39107052070239,152.56237930203721,152.90234837589622,154.02576107395197
1_42,156.74886985613395,154.89728616877002,153.07183239480472,153.40958335900845,154.5318929446793
1_43,157.17040942968973,155.32269080276006,153.49996535357184,153.83585398587056,154.95722989297306
1_44,157.50511320234975,155.66041551527667,153.83981449648155,154.1742483801955,155.29489789857587
1_45,157.78676279691376,155.9445751464248,154.12573601262807,154.4589608749313,155.57900870772448
1_46,158.06794984710643,156.2283266857204,154.41130499455747,154.74329601864605,155.8627193865076
1_47,158.3963678034434,156.5598955957687,154.74514354355392,155.07562289416336,156.19425745923235
1_48,158.79491004967937,156.9624451160699,155.15061787589283,155.47918054275712,156.5967883960998
1_49,159.2503065251685,157.42257852582378,155.6142382624692,155.9405409287245,157.05691606054648
1_50,159.71938480797718,157.89665412505119,156.09201204906196,156.41593533975063,157.53099658046023
1_51,160.15289690138948,158.33485824031447,156.53369949370546,156.85539276710557,157.96921185062874
1_52,160.52195348899517,158.70792705988666,156.90975129386283,157.22954125031137,158.342293273264
1_53,160.83051304229173,159.0197878361617,157.22406553973573,157.5422934707514,158.65416497223512
1_54,161.10981997785186,159.30195932235824,157.5083620142396,157.82523958396214,158.93634522460297
1_55,161.40225655093002,159.59724892641498,157.80576490586367,158.1213032790273,159.231643415559
1_56,161.74254887413855,159.9407690159515,158.15167746374368,158.46570571378706,159.5751752669052
1_57,162.14211328146357,160.34411227401824,158.55782839626343,158.87009221673648,159.97853654212042
1_58,162.58352519500667,160.78973737471242,159.0065931254134,159.31689262943956,160.42418708114303
1_59,163.02969846081464,161.24021220003883,159.46028258397226,159.76858010964946,160.87469333861878
1_60,163.44341397434417,161.6579287302382,159.880996667588,160.1874370372089,161.2924441023448
1_61,163.80574507207675,162.0237282918042,160.24940004864197,160.55423686039435,161.65827756822932
1_62,164.12358914514257,162.3445368575883,160.57243701907777,160.87591015703902,161.9791182947119
1_63,164.4243133701454,162.64798119667398,160.87792709227702,161.18015404375217,162.28259392571215
1_64,164.74187487703546,162.9683789235701,161.2004581715933,161.5013863860502,162.60302458956227
1_65,165.10096112366338,163.33071176276243,161.565234163024,161.86467193184214,162.96539474532298
1_66,165.5057233326435,163.73922621748207,161.97657501957028,162.2742848458727,163.37395235389212
1_67,165.9378962164423,164.17551331145503,162.41596523747506,162.71177608517135,163.81028771263595
1_68,166.36466110506484,164.60643829672955,162.8500326593005,163.14392093592403,164.24126324925473
1_69,166.75154257078685,164.99716739644919,163.2436728036829,163.53578223086467,164.6320412504459
1_70,167.07365612356216,165.32253872715,163.57151296276257,163.8621166737381,164.9574561218032
1_71,167.3208808214142,165.5722995274465,163.82319890566606,164.1126313795395,165.20725265851655
1_72,167.49665300613174,165.7498968341335,164.00218399512107,164.29077457584302,165.38487710280734
1_73,167.61301596524396,165.86748078626235,164.120697940113,164.40872613885287,165.50248020761805
1_74,167.68510137679445,165.94032956066062,164.19412913331124,164.4818063431959,165.57534160349056
1_75,167.72708395193848,165.98276033300598,164.2369024454206,164.52437397905194,165.61778017735423
1_76,167.75016933359063,166.00609394857352,164.26042609834087,164.54778396085308,165.6411183353395
1_77,167.7622015000999,166.01825632881557,164.27268833327042,164.55998670491283,165.6532832167747
1_78,167.76816671554099,166.02428647292786,164.2787683519756,164.56603713179038,165.6593146680587
1_79,167.77098885066556,166.02713948453396,164.28164512098377,164.5688998646813,165.66216833021613
1_80,167.7722666529823,166.02843133185385,164.28294779306387,164.57019616923577,165.66346048678395
1_81,167.77282183198776,166.02899263843767,164.28351383015394,164.57075943609604,165.66402193416886
1_82,167.773053855594,166.02922723239286,164.2837504117146,164.57099485902012,165.6642565896804
1_83,167.77314733493367,166.029321750695,164.28384573475475,164.57108971514862,165.66435113388303
1_84,167.7731837143984,166.02935853566495,164.2838828343294,164.5711266330616,165.66438792936358
1_85,167.77319741546145,166.02937238983375,164.28389680747773,164.5711405378435,165.6644017876541
2_0,168.0248449321112,166.19478656485904,164.35867037746587,164.5732189288319,165.787880200817
2_1,168.24289690159432,166.24242962171056,164.44333375180207,164.65049346808487,165.89478843579795
2_2,168.41990949648027,166.3634459822578,164.51448000258804,164.73966699496984,166.00937561907398
2_3,168.5062262364112,166.41094804406433,164.5640908871712,164.79010443830595,166.06784240148818
2_4,168.52480121805075,166.4042825511252,164.62672957515255,164.79029722238042,166.08652764167724
2_5,168.51089965773238,166.3844458926771,164.6850174775174,164.80852315182696,166.09722154493846
2_6,168.51109719105386,166.38611152736277,164.75395104486958,164.83319658651612,166.1210890874506
2_7,168.53688912512072,166.41451910697964,164.83262045562898,164.87537604411716,166.16485118296163
2_8,168.5916273139204,166.47243451686762,164.92265704723675,164.94540085944678,166.2330299343679
2_9,168.66586561955745,166.54983941865382,165.01776504238316,165.0326300182527,166.31652502471178
2_10,168.75164558741517,166.6379095110584,165.1143612258878,165.12692455020243,166.40771021864094
2_11,168.8400088899425,166.7274051561611,165.20742867740293,165.2194906210436,166.49858333613756
2_12,168.91933036368326,166.8070339670522,165.28832650949028,165.3003019522923,166.57874819812952
2_13,168.985116980685,166.87291355813278,165.35465804739982,165.36655808000435,166.64481166655548
2_14,169.04158255444224,166.9297539787448,165.41187699194992,165.4235837095134,166.7016993086626
2_15,169.0961243379356,166.98516253218793,165.46788175354314,165.47924527557504,166.75710347481044
2_16,169.1557284596128,167.04608948204523,165.5296632127004,165.54056218038443,166.81801083368572
2_17,169.22469840582647,167.11667633110866,165.60128965359846,165.61165764235975,166.88858050822333
2_18,169.30340187807724,167.1971200057502,165.682861414939,165.69267415692306,166.96901436392238
2_19,169.38833821252823,167.28377040518097,165.7706350489119,165.77989573665468,167.05565985081896
2_20,169.47252480993953,167.369514279298,165.857410611546,165.86615222383378,167.1414004811543
2_21,169.54812620639558,167.44641382841934,165.93518013905168,165.9434689797377,167.21829728840106
2_22,169.61071871801772,167.51001044330482,165.99945901462343,166.00737986500909,167.28189201023875
2_23,169.6618047914594,167.56186329100257,166.0518414713507,166.05946929689557,167.33374471267706
2_24,169.70804703798046,167.6087550328694,166.09918843126843,166.10656552402884,167.3806390065368
2_25,169.75818455452287,167.65954835384505,166.15044482834423,166.15757456524918,167.43143807549035
2_26,169.81934795998072,167.72145072098084,166.2128703738817,166.219726711524,167.49334894159182
2_27,169.8943099966242,167.79724657896415,166.28925814045672,166.29580367868485,167.56915459868247
2_28,169.9806017482722,167.88442552657907,166.37706945651627,166.3832739107971,167.65634266054116
2_29,170.07183107737373,167.97652999247873,166.46980076121264,166.47565329908326,167.7484537825371
2_30,170.1607022816665,168.06620599592748,166.56005599833406,166.56556791894306,167.83813304871776
2_31,170.242246805616,168.14845408989018,166.64281261039486,166.64801090334015,167.92038110231027
2_32,170.3156377670034,168.22244864946188,166.7172451972767,166.72216108436473,167.9943731745267
2_33,170.38394657706345,168.2912875192023,166.78647063156137,166.79112854595107,168.06320831844454
2_34,170.45240215166655,168.3602394895435,166.85578684014115,166.86019792461232,168.13215660149086
2_35,170.5262105251045,168.4345527492873,166.9304725897368,166.93463386976424,168.20646743347322
2_36,170.6087255385713,168.51761648445157,167.0139420566494,167.01784012465393,168.28953105108155
2_37,170.70037524447753,168.6098795087927,167.1066578663208,167.11027518413889,168.38179695093248
2_38,170.79859560611433,168.70877818312601,167.20605534251683,167.20937729490032,168.48070160666435
2_39,170.89882679250437,168.80973235288045,167.30753881413267,167.310559498396,168.58166436447837
2_40,170.99620709073952,168.90784742937578,167.40618987061694,167.40891454294348,168.67978973341894
2_41,171.08725378089358,168.9996102791899,167.49847381497162,167.500916778963,168.7715636635045
2_42,171.17086723506668,169.08390798884693,167.58326844602215,167.58544707670094,168.85587268665918
2_43,171.24837224344873,169.16207528979987,167.66191550413404,167.66384303473905,168.9340515180304
2_44,171.3227289774466,169.23709955489701,167.7374214546952,167.73910185010578,169.00908795928615
2_45,171.39730485726943,169.31237796059764,167.8132045080142,167.81463176134457,169.08437977180645
2_46,171.47467533704952,169.3905024578429,167.8918686838149,167.893030798799,169.16251931937657
2_47,171.55585792518215,169.47248428125806,167.97442168541266,167.97530754900595,169.24451786021473
2_48,171.64020392950306,169.55764619677942,168.06016734855464,168.0607735921446,169.32969776674543
2_49,171.72591624526984,169.6441497866562,168.14723932274399,168.14757448184528,169.41621995912882
2_50,171.81092169164486,169.7298817475971,168.23349689664371,168.2335814460193,169.50197044547622
2_51,171.8937092791948,169.8133049282072,168.31738481694194,168.31724732150397,169.585411586462
2_52,171.97380045636154,169.89393569574037,168.398415605872,168.39808658881213,169.66605958669652
2_53,172.05170703673645,169.97230149781,168.47712695023938,168.47663268606647,169.74444204271308
2_54,172.12846281158022,170.04946566248216,168.55460189596224,168.5539600857565,169.8216226139453
2_55,172.20498555808368,170.12637930332426,168.63181387386777,168.63103225971054,169.89855274874657
2_56,172.28157239736885,170.20336717130832,168.709106072293,168.70818389856302,169.9755573848833
2_57,172.35774429424686,170.2799663756653,168.78602623615998,168.7849575108547,170.0521736042317
2_58,172.43248236685355,170.35516197410456,168.86156181126753,168.86033888303098,170.12738625881414
2_59,172.5047219987762,170.4278847313537,168.93464024950495,168.9332563824078,170.20012584051065
2_60,172.5738687796815,170.49753292069522,169.00465485676517,169.00310510174813,170.2697904147225
2_61,172.6401100468244,170.56428934216197,169.07178555705448,169.0700659924196,170.33656273461511
2_62,172.70440027704123,170.62910975548704,169.1369893567936,169.13509540075634,170.40139869751954
2_63,172.76814289342778,170.69340443450199,169.201681637948,169.1996064196549,170.46570884638317
2_64,172.83271207467106,170.7585569296158,169.26725273369556,169.26498638120304,170.53087702979636
2_65,172.89900993854263,170.82547694853196,169.3346177824144,169.3321480288042,170.5978131745733
2_66,172.967222231444,170.89435238429365,169.40396621311436,169.4012801371091,170.66670524149026
2_67,173.03683897521628,170.96466839110664,169.47477976237155,169.47186601991254,170.73703828715176
2_68,173.1068914282975,171.0354452767388,169.54607106053155,169.54292182262992,170.80783239704942
2_69,173.17627579200132,171.1055649328908,169.61671199649086,169.61332402317257,170.8779691861389
2_70,173.24402092428173,171.17404169545455,169.68570678736052,169.68208149841942,170.94646272637902
2_71,173.30940968540742,171.24014596075688,169.7523171737166,169.7484599915867,171.01258320286692
2_72,173.37194696357764,171.30337297235675,169.8160317209174,169.8119511667235,171.0758257058938
2_73,173.43123707146015,171.36331966188726,169.87644225453676,169.87214921974908,171.1357870519083
2_74,173.48685906274466,171.4195588343061,169.9331172453285,169.92862462503876,171.1920399418545
2_75,173.53830820786843,171.47157974503418,169.98554175820624,169.980864372348,171.24407352086422
2_76,173.58502573602541,171.51881765553696,170.03314688473745,170.02830145882012,171.29132293377998
2_77,173.62649429699977,171.56074983363746,170.07540613012506,170.07041110254156,171.33326534082596
2_78,173.66235257235982,171.59701108873017,170.1119516035498,170.10682663574255,171.3695354750956
2_79,173.69248349738797,171.62748285136368,170.14266370289369,170.13742891433327,171.40001474149466
2_80,173.71704897135075,171.65232832870512,170.1677065827246,170.1623816441501,171.42486638173264
2_81,173.73646734927908,171.6719698981879,170.18750547709743,170.1821087373761,171.4445128654851
2_82,173.75134820103384,171.68702330072338,170.20268049285536,170.19722829003703,171.4595700711624
2_83,173.762407106974,171.6982116021633,170.21395998299846,170.20846622548964,171.47076122940638
2_84,173.77038223098236,171.70628088799694,170.22209562300202,170.21657165430236,171.47883259907093
2_85,173.7759676683988,171.71193286455596,170.22779448683687,170.22224919066144,171.48448605261325
2_86,173.77977020478502,171.71578109762402,170.23167492015358,170.22611499235379,171.48833530372912
2_87,173.78228911545997,171.71833053597226,170.23424587029618,170.22867617860433,171.49088542508318
2_88,173.78391433021724,171.71997560799136,170.23590493566095,170.23032890022859,171.4925309435245
2_89,173.78493668269905,171.72101054920407,170.23694874871154,170.23136869648212,171.4935661692742
2_90,173.78556431707906,171.72164596929179,170.23758965622542,170.23200712290424,171.4942017663751
2_91,173.78594070862718,171.72202706275652,170.23797406400163,170.2323900343029,171.49458296742205
2_92,173.78616140494125,171.72225053434778,170.2381994920975,170.23261458039843,171.49480650294623
2_93,173.786288038904,171.72237877071112,170.23832885828128,170.23274343806696,171.49493477649082
2_94,173.78635920372446,171.72245084132973,170.23840156766445,170.23281586043237,171.49500686828776
3_0,173.6928381667523,171.69155714187292,170.1910758759721,170.34950677259,171.4812444892968
3_1,173.6080028822428,171.66322901783343,170.15312561177973,170.35662516378366,171.4452456689099
3_2,173.53396578847412,171.61078276098718,170.10790729545369,170.36476746008645,171.40435582625034
3_3,173.48146509772772,171.55621467763197,170.0818271064357,170.39189465882112,171.37785038515412
3_4,173.48971788614745,171.5463813409458,170.08013736638216,170.43327895289272,171.38737888659202
3_5,173.54158688349597,171.58204091273117,170.1000794562289,170.4769827886102,171.42517251026658
3_6,173.60417078014018,171.6406587052396,170.12407383886807,170.52780777613953,171.47417777509685
3_7,173.65935298126075,171.7087811693383,170.14058397098182,170.58097980543351,171.5224244817536
3_8,173.70129881079225,171.77481671424817,170.14756380803726,170.6265280981453,171.56255185780574
3_9,173.7281311102543,171.8273834785958,170.14594025391517,170.6570912338733,171.58963651915965
3_10,173.73978139326758,171.86003723500178,170.13674403508617,170.67063158523345,171.60179856214722
3_11,173.7390429123163,171.8737150256422,170.12214631268293,170.67025220470586,171.60128911383683
3_12,173.73242270372162,171.87582462370844,170.1070501330461,170.66325371266868,171.5946377932862
3_13,173.7283454502514,171.87653174872185,170.09810946857039,170.65858094563004,171.59039190329344
3_14,173.73380206981327,171.88439870787255,170.1009016188536,170.66345377518994,171.59563904293236
3_15,173.75179560418343,171.90353167899667,170.1175040740124,170.68096119861323,171.6134481389514
3_16,173.78093606914322,171.93319377762768,170.14596393799496,170.70972846179203,171.64245556163948
3_17,173.81676130070295,171.96924594112096,170.1814568190323,170.74525700616616,171.6781802667556
3_18,173.85361686470645,172.00615992908442,170.21807739675728,170.78182595179902,171.71492003558677
3_19,173.88637097050434,172.0388395099672,170.2505285440982,170.81423771822574,171.74749418569888
3_20,173.91175836406723,172.0640310701701,170.27546140370265,170.839186820779,171.77260941467975
3_21,173.92913015334096,172.08110539596692,170.2922180376138,170.85602022853962,171.78961845386533
3_22,173.9403642806226,172.09197569447196,170.3027233918398,170.8666438214778,171.80042679710306
3_23,173.9490008447376,172.10022626295824,170.31059297242453,170.87464362332423,171.80861592586115
3_24,173.958978109554,172.1098370065534,170.3198404924823,170.88400497161552,171.8181651450513
3_25,173.9733982683684,172.12393988839244,170.33362323764229,170.89786554024622,171.83220673366236
3_26,173.99364896689053,172.14393618960625,170.35335445260785,170.9176310424106,171.8521426628788
3_27,174.0190950687336,172.16918861905665,170.37839537458674,170.94266702457074,171.87733652173694
3_28,174.0474269634454,172.19737335531167,170.40641039043712,170.97065105898403,171.90546544204454
3_29,174.07555327129597,172.22537915690185,170.43427159971247,170.99847216579215,171.9334190484256
3_30,174.10070580912367,172.25042038550808,170.45917873979892,171.02334445133246,171.95841234644078
3_31,174.121323444878,172.27092827205632,170.4795568824964,171.04369935255434,171.97887698799627
3_32,174.13739094636745,172.2868935635522,170.4954024741213,171.05952925479693,171.99480405970945
3_33,174.1501721529528,172.29959805349273,170.50801355053648,171.07211937932894,172.00747578407774
3_34,174.16153415876656,172.31093229962173,170.5193018536702,171.08336488210276,172.0187832985403
3_35,174.17317948808045,172.32261926104098,170.53100892352572,171.09499306836904,172.03045018525404
3_36,174.18606623356968,172.33562719017533,170.54411246980098,171.10797465880518,172.0434451380878
3_37,174.20016942726423,172.3499274652089,170.55858090856734,171.1222804659885,172.05773956675725
3_38,174.21459972098992,172.36461416058725,170.57349358141153,171.13700070122874,172.07242704105437
3_39,174.22799047125656,172.37829562045735,170.587436244514,171.15073721864587,172.08611488871844
3_40,174.23900232513074,172.3896053776618,170.59901763376917,171.1621157595838,172.09743527403637
3_41,174.2467777253234,172.39766285799433,170.60733577540344,171.17024819194978,172.10550613766773
3_42,174.2512080586738,172.40234495334641,170.61225363527993,171.17500538383476,172.11020300778372
3_43,174.25294589380374,172.40429996843565,170.61441473580206,171.17703190003644,172.11217312451947
3_44,174.25318130321952,172.4047228364184,170.61501751122393,171.17752129697416,172.11261073695903
3_45,174.25327438998406,172.40498438765917,170.6154417518489,171.17784488207724,172.11288635289233
3_46,174.2543720875143,172.40624390912578,170.61685740545653,171.17916340970362,172.11415920295005
3_47,174.25712838863708,172.40916545662193,170.6199373671064,171.1821424783544,172.11709342267997
3_48,174.26160199731834,172.41381297847533,170.62475028262352,171.18684696273152,172.12175305528717
3_49,174.26734271458972,172.4197361003622,170.63084571833267,171.1928264987947,172.12768775801982
3_50,174.27361887806043,172.4261987895777,170.63748384718042,171.19934426298263,172.1341614444503
3_51,174.27970024058803,172.43246463726237,170.64392282799935,171.20566267205322,172.14043759447574
3_52,174.28510306490125,172.43804460219576,170.64966889512792,171.21129165346377,172.14602705392218
3_53,174.28972621107386,172.44283510192616,170.65461624610546,171.2161271705457,172.1508261824128
3_54,174.29384884457477,172.44711650907894,170.65904626725998,171.22044991796676,172.15511538472012
3_55,174.2980069583416,172.45142913936277,170.66350307598296,171.22480122938265,172.1594351007675
3_56,174.30280191595267,172.45638026874994,170.6685992007908,171.2297897891757,172.16439279366728
3_57,174.30870927125108,172.4624510405587,170.67482079299484,171.23589813139887,172.17046980905087
3_58,174.3159476452079,172.46986369525004,170.68239338303698,171.2433495002516,172.17788855593662
3_59,174.32444085331127,172.47854280215694,170.69124229786823,171.25206886346078,172.1865737041993
3_60,174.33387255272143,172.48816995020255,170.70104737076866,171.26173758579262,172.19620686487133
3_61,174.34380337329569,172.4983017310494,170.71136166770415,171.27191157597656,172.20634458700644
3_62,174.3538047857963,172.50850490184715,170.72174779587863,171.28215671921726,172.21655355068484
3_63,174.3635651788477,172.5184637439778,170.7318864064102,171.29215651312458,172.2265179605901
3_64,174.37293906387958,172.52803014806034,170.74162707238006,171.30176234998353,172.23608965857588
3_65,174.38193298781124,172.53720979589528,170.75097472204763,171.3109797665323,172.24527431807164
3_66,174.39064320852415,172.54609950696036,170.7600267012091,171.31990572799546,172.25416878617227
3_67,174.3991736717508,172.5548044882993,170.76888937862424,171.32864572662626,172.26287831632516
