,Axial,Radial,Value,Relative Uncertainty
0,0,0,6.4254602336754794e+19,0.005954947108978102
1,0,1,6.120269213817769e+19,0.005910532860960216
2,0,2,6.9865844414528995e+19,0.0052814251527680345
3,0,3,7.93289722214698e+19,0.0059397273579347735
4,1,0,7.45516934950605e+19,0.004811492788198434
5,1,1,6.6265956035507044e+19,0.004935850870626051
6,1,2,7.467408395178172e+19,0.005098626784582458
7,1,3,8.284253682335869e+19,0.00543889418958534
8,2,0,7.971851518550522e+19,0.004027763161196262
9,2,1,7.052317728594918e+19,0.004275205542553445
10,2,2,7.87483653469593e+19,0.004470398363912063
11,2,3,8.77263414574108e+19,0.00446171359196885
12,3,0,7.759537553625344e+19,0.0037022173865274358
13,3,1,6.831494147358326e+19,0.0034025396075114942
14,3,2,7.585176760913589e+19,0.0033644186425620852
15,3,3,8.532675514642714e+19,0.003745709304206242
16,4,0,7.038061636971079e+19,0.003936201888865448
17,4,1,6.1674411028898914e+19,0.004089201296989182
18,4,2,6.8367190507985895e+19,0.003812413473830922
19,4,3,7.655531064114956e+19,0.004339065758701865
20,5,0,6.03650215558313e+19,0.004528687424481936
21,5,1,5.287404452775182e+19,0.005222684376442822
22,5,2,5.8696299277746995e+19,0.005482686291192772
23,5,3,6.593149688748956e+19,0.006396450635159625
24,6,0,4.900579197416416e+19,0.006710760467242503
25,6,1,4.309477780107641e+19,0.007032859889132575
26,6,2,4.782409661089313e+19,0.0067237531926771805
27,6,3,5.333890645173251e+19,0.006973737227478469
28,7,0,3.8687725610639606e+19,0.008301425314565793
29,7,1,3.5910159413527368e+19,0.008990014728781021
30,7,2,4.083803117842726e+19,0.008617561595418108
31,7,3,4.599677755588675e+19,0.008002938777323143
