,Zone,Type,Pass,Axial,Radial,Value
0,1.0,0.0,0.0,0.0,0.0,2.970439305503057
1,65.0,0.0,0.0,0.0,1.0,2.5571608405826707
2,129.0,0.0,0.0,0.0,2.0,2.2614080209099954
3,193.0,0.0,0.0,0.0,3.0,2.2054616500284405
4,9.0,0.0,0.0,1.0,0.0,7.576342362910258
5,73.0,0.0,0.0,1.0,1.0,6.580434485564814
6,137.0,0.0,0.0,1.0,2.0,5.857416519804559
7,201.0,0.0,0.0,1.0,3.0,5.902824211599816
8,17.0,0.0,0.0,2.0,0.0,12.431398470651725
9,81.0,0.0,0.0,2.0,1.0,10.94192382555359
10,145.0,0.0,0.0,2.0,2.0,9.75302209617341
11,209.0,0.0,0.0,2.0,3.0,10.008583323712298
12,25.0,0.0,0.0,3.0,0.0,17.180840210019287
13,89.0,0.0,0.0,3.0,1.0,15.23193301430357
14,153.0,0.0,0.0,3.0,2.0,13.687495105628587
15,217.0,0.0,0.0,3.0,3.0,14.073619969458248
16,33.0,0.0,0.0,4.0,0.0,21.613714799058116
17,97.0,0.0,0.0,4.0,1.0,19.23799456568645
18,161.0,0.0,0.0,4.0,2.0,17.374119987132033
19,225.0,0.0,0.0,4.0,3.0,17.927599132562918
20,41.0,0.0,0.0,5.0,0.0,25.490858055687532
21,105.0,0.0,0.0,5.0,1.0,22.764255323940244
22,169.0,0.0,0.0,5.0,2.0,20.571219329301996
23,233.0,0.0,0.0,5.0,3.0,21.30176502048544
24,49.0,0.0,0.0,6.0,0.0,28.710918806472833
25,113.0,0.0,0.0,6.0,1.0,25.642660418993266
26,177.0,0.0,0.0,6.0,2.0,23.16428023499676
27,241.0,0.0,0.0,6.0,3.0,24.077511528442095
28,57.0,0.0,0.0,7.0,0.0,31.341042578734235
29,121.0,0.0,0.0,7.0,1.0,27.981735490532365
30,185.0,0.0,0.0,7.0,2.0,25.238898161732443
31,249.0,0.0,0.0,7.0,3.0,26.218340426340692
32,2.0,0.0,1.0,0.0,0.0,31.18634949282945
33,66.0,0.0,1.0,0.0,1.0,30.76628652339874
34,130.0,0.0,1.0,0.0,2.0,30.47138697733459
35,194.0,0.0,1.0,0.0,3.0,30.416355078648756
36,10.0,0.0,1.0,1.0,0.0,35.53729992140282
37,74.0,0.0,1.0,1.0,1.0,34.536113412556105
38,138.0,0.0,1.0,1.0,2.0,33.8130311946734
39,202.0,0.0,1.0,1.0,3.0,33.86996954890933
40,18.0,0.0,1.0,2.0,0.0,40.03017976716815
41,82.0,0.0,1.0,2.0,1.0,38.525386858256475
42,146.0,0.0,1.0,2.0,2.0,37.41923359882846
43,210.0,0.0,1.0,2.0,3.0,37.63874857231905
44,26.0,0.0,1.0,3.0,0.0,44.51231861488346
