,0_0,0_30,0_60,0_68,1_0,1_30,1_60,1_85,2_0,2_30,2_60,2_90,2_94,3_0,3_30,3_60,3_90,3_104,4_0,4_30,4_60,4_90,4_100,5_0,5_30,5_60,5_77,6_0,6_30,6_43,7_0,7_30,7_60,7_79,8_0,8_30,8_60,8_90,8_112,9_0,9_30,9_60,9_90,9_120,9_144,10_0,10_30,10_38,11_0,11_30,11_60,11_75,12_0,12_30,12_60,12_90,12_120,12_150,12_174,13_0,13_30,13_49,14_0,14_30,14_60,14_90,14_102,15_0,15_30,15_60,15_68,16_0,16_30,16_60,17_0,17_30,17_60
58144.09c,2.566154240640314e-06,7.223054456523772e-05,8.959621624229511e-05,8.986873997340236e-05,9.000269899673472e-05,9.930515087554918e-05,0.00010337484774182982,0.00010351228746708916,0.00010358041620106253,0.00010542030483200216,0.00010626922777787806,0.00010624820233795477,0.00010624800455776744,0.0001062566747342433,0.00010692469967196608,0.00010723676482732307,0.00010722639762773547,0.00010721541733715084,0.00010723679899645141,0.00010740299634819268,0.00010750612933946337,0.00010755889880342558,0.0001075617621741038,0.00010755765607759123,0.00010771504430191078,0.00010775162517912096,0.00010774964225577969,0.00010772224442838774,0.0001075863967886559,0.00010757843533978666,0.00010760859247972455,0.000107686477064779,0.00010765869904505047,0.00010764485834516112,0.0001076344621304821,0.00010754270599744946,0.00010747223221415493,0.00010741428820134556,0.0001073908704026747,0.00010738940524007567,0.0001074938759357494,0.00010755541805511518,0.0001076140507142514,0.00010765596381503349,0.0001076653307546005,0.00010766148596002978,0.00010760265233660816,0.00010760270666032626,0.00010759565107416552,0.00010753141809615848,0.0001074751211097869,0.0001074681872892133,0.0001074898485232521,0.00010758564003169102,0.00010757950391106436,0.00010755388390014026,0.00010752453454749027,0.00010750406854531154,0.00010749229495552026,0.0001074761842836411,0.00010738075794465371,0.00010738319531559382,0.0001073871903408648,0.00010737202743739646,0.00010736909979312887,0.00010734569612224449,0.00010733992716509582,0.00010733177173701576,0.00010735149557944469,0.00010737203303109674,0.00010737493031133936,0.00010739105673497485,0.00010744777960304304,0.00010740692232645898,0.00010739864200292033,0.00010737416877050527,0.0001073652983572801
581450,6.834547792073609e-10,5.104741233552747e-10,3.717312860017927e-10,3.6128229378429256e-10,4.0226379304400216e-10,3.840987361517479e-10,3.6107550093625934e-10,3.5231449473773196e-10,3.750629555507485e-10,3.7173384010190763e-10,3.6713229185594806e-10,3.6411660619709827e-10,3.641148561637144e-10,3.676560273045902e-10,3.6498778547551357e-10,3.632154441968887e-10,3.616128406573371e-10,3.6150751350280766e-10,3.7103937072179835e-10,3.705422755018159e-10,3.700301287178926e-10,3.694479197889946e-10,3.6945410197062274e-10,3.6710849464043726e-10,3.671898959800697e-10,3.6700893486847815e-10,3.6679151774666554e-10,3.5225046375595546e-10,3.5259438599745555e-10,3.5289748425918966e-10,3.70250062957905e-10,3.705766255116638e-10,3.703499459089066e-10,3.703272222482915e-10,3.6385619703331953e-10,3.63231845801819e-10,3.6331812513040757e-10,3.6338691572714597e-10,3.633015552529389e-10,3.625903974781174e-10,3.6230504677008825e-10,3.6222297462215375e-10,3.621934893117627e-10,3.6219858502983207e-10,3.6220609957970284e-10,3.589693429482785e-10,3.594206471907045e-10,3.5950820981478617e-10,3.529616772707805e-10,3.528932468431195e-10,3.527232167693519e-10,3.527956026303925e-10,3.743430322590583e-10,3.742509389840614e-10,3.743671057832548e-10,3.7416664366715153e-10,3.741157954293398e-10,3.7412515128467357e-10,3.7415180281993626e-10,3.565186419330588e-10,3.566827504673517e-10,3.568419759514924e-10,3.609637217708709e-10,3.617309481257129e-10,3.6162447363801416e-10,3.6144974267490845e-10,3.6139777520440075e-10,3.505208589772085e-10,3.506930540710374e-10,3.506680821153365e-10,3.5065409496558553e-10,3.7454495631534526e-10,3.7463359644648553e-10,3.748886344875453e-10,3.6162568003869516e-10,3.6099182951849826e-10,3.6069228366038003e-10
581460,2.338400466908099e-09,1.7773283292938145e-09,1.3111868270599816e-09,1.2757857081121976e-09,1.419416019227088e-09,1.3598113402314719e-09,1.2821915140783842e-09,1.252379576950348e-09,1.334355793449569e-09,1.3234765956301684e-09,1.307971386663946e-09,1.2976801542725602e-09,1.2976741748245327e-09,1.308725225642582e-09,1.2993242183247318e-09,1.293287762979872e-09,1.2878140228906824e-09,1.2874546581192186e-09,1.3212135963456705e-09,1.3194650461575315e-09,1.3177016253685104e-09,1.3157133745967276e-09,1.3157331098839198e-09,1.3071881783550367e-09,1.3075792382828771e-09,1.3069398583434941e-09,1.3061895579522366e-09,1.2559089064689661e-09,1.2571171639940402e-09,1.2582051834474805e-09,1.3195421761941775e-09,1.32071643942904e-09,1.31987757139263e-09,1.3197861920500284e-09,1.2966060183853095e-09,1.294252812520172e-09,1.2945004979849167e-09,1.2947152699350678e-09,1.2944115676729985e-09,1.2926129123579893e-09,1.2916203915040274e-09,1.2913470249707866e-09,1.2912694345372002e-09,1.291303643856845e-09,1.291331552961403e-09,1.2793111264081167e-09,1.2809469558604926e-09,1.2812670866628835e-09,1.2581487496975018e-09,1.2578990872218377e-09,1.2572372116315501e-09,1.25748385389591e-09,1.3340313579479364e-09,1.33366582992359e-09,1.3340545138358824e-09,1.333306324396586e-09,1.3331270175519998e-09,1.3331634405169806e-09,1.3332555649965093e-09,1.2706164241375666e-09,1.2711653555685417e-09,1.271731433822724e-09,1.2857140189328105e-09,1.288500933122184e-09,1.2880964878428178e-09,1.2874483247351906e-09,1.2872585505814421e-09,1.2490297201935164e-09,1.2496935373599705e-09,1.2496132612298433e-09,1.2495623004462438e-09,1.3345681735991125e-09,1.3349167678507412e-09,1.3358306646707466e-09,1.2881395782846014e-09,1.2857981232686174e-09,1.284712938653216e-09
581470,1.0265735591375625e-10,8.249532661969376e-11,6.323788656108573e-11,6.172988527215348e-11,6.859349073422576e-11,6.637835575875425e-11,6.314666193860507e-11,6.185891245140145e-11,6.587457761600586e-11,6.547609061746032e-11,6.483091735176264e-11,6.438211070458353e-11,6.438184779756534e-11,6.486011012327762e-11,6.441659944660059e-11,6.415717875449397e-11,6.391786183780251e-11,6.390212354395185e-11,6.562889306919721e-11,6.55472735684823e-11,6.54691137171202e-11,6.538262997200116e-11,6.538332778228431e-11,6.491194697055528e-11,6.494508362578942e-11,6.49146841763224e-11,6.488084707286541e-11,6.244547236275942e-11,6.250160393920065e-11,6.255598550462712e-11,6.558879853477348e-11,6.56488876377941e-11,6.560354733562812e-11,6.559763759493236e-11,6.443050137328596e-11,6.429770506443887e-11,6.43019235166315e-11,6.43083045899955e-11,6.42932902659883e-11,6.425156312798727e-11,6.420665845341845e-11,6.41959916600583e-11,6.419597349222758e-11,6.419991282418302e-11,6.420147102468338e-11,6.355787911495247e-11,6.364121680232919e-11,6.365798339392819e-11,6.253055355890963e-11,6.251708850575599e-11,6.247712291321253e-11,6.248780950874822e-11,6.631022839528211e-11,6.628853296833848e-11,6.630446954884408e-11,6.626326681302394e-11,6.625446944048622e-11,6.625649891539978e-11,6.626058491658795e-11,6.315028023322627e-11,6.317192254172538e-11,6.319958209675571e-11,6.386405794386757e-11,6.400761755382418e-11,6.398449484980963e-11,6.394928243952765e-11,6.393934353656823e-11,6.207688530341255e-11,6.211587233408037e-11,6.211310060807029e-11,6.211046408385128e-11,6.629378596014807e-11,6.631563019791635e-11,6.636098372838727e-11,6.398184959468198e-11,6.385617870334603e-11,6.380052529489829e-11
581480,8.59264355013357e-11,6.32412173321538e-11,4.672726531742588e-11,4.546498127272691e-11,5.059190012318418e-11,4.8175938485577156e-11,4.5458241918358175e-11,4.4392396155024137e-11,4.7352929378949663e-11,4.687893874053117e-11,4.633691164418436e-11,4.5964388372162874e-11,4.596417125201696e-11,4.639561721884764e-11,4.602961314624957e-11,4.581539527056707e-11,4.561697805778303e-11,4.5603880005412075e-11,4.674136252924857e-11,4.668298719858821e-11,4.662111790025086e-11,4.6550479430940906e-11,4.655133093046946e-11,4.6297750138039575e-11,4.632177755409746e-11,4.629432696038006e-11,4.626619536190189e-11,4.4458007071648576e-11,4.451031400633576e-11,4.4552154786179435e-11,4.672390365561191e-11,4.6749405385212666e-11,4.6717077470569286e-11,4.671228616799219e-11,4.5922984579227096e-11,4.585660635243948e-11,4.586337457949915e-11,4.5869392702181024e-11,4.585677379576719e-11,4.577136915760616e-11,4.572657741629087e-11,4.571743699026309e-11,4.571674719987911e-11,4.572002928720988e-11,4.5721597436083657e-11,4.531022870113955e-11,4.536971643512761e-11,4.538005735843026e-11,4.4555883217316394e-11,4.455707799618571e-11,4.4534306152872714e-11,4.4542150093784344e-11,4.7230641063502516e-11,4.7215230497620004e-11,4.72287366240105e-11,4.720043446579942e-11,4.719379576181093e-11,4.7195386927216735e-11,4.719881636957936e-11,4.497638136566726e-11,4.499829162887166e-11,4.5017722837197486e-11,4.55207328922018e-11,4.561800171050415e-11,4.5605416408448514e-11,4.558056335826141e-11,4.557298398218524e-11,4.423748115642258e-11,4.4256887061791694e-11,4.425738077903658e-11,4.425617954674441e-11,4.725782404242521e-11,4.727218859089845e-11,4.730244298774126e-11,4.562796808402812e-11,4.55428664363138e-11,4.5504293867439785e-11
581490,3.9754154176537446e-12,3.1027827910383554e-12,2.4118483582527183e-12,2.3565703421814756e-12,2.618405039563149e-12,2.5216254016101654e-12,2.4074562722646597e-12,2.3598118481975747e-12,2.5167927806474906e-12,2.497169291272192e-12,2.4744417239901242e-12,2.457474687384936e-12,2.4574646705867113e-12,2.477570537428499e-12,2.458668898217712e-12,2.4491944694311573e-12,2.440121718496711e-12,2.439519784199213e-12,2.5017957551857783e-12,2.498982772794479e-12,2.496143009658464e-12,2.492963328074412e-12,2.4929965763274343e-12,2.4777994531450735e-12,2.479916862848796e-12,2.47844893685111e-12,2.4770901602791e-12,2.382843751419233e-12,2.385580914116805e-12,2.387880448913995e-12,2.503565235262998e-12,2.5047920249567114e-12,2.502845342259911e-12,2.5024969129869235e-12,2.4598833546811744e-12,2.4557844824097385e-12,2.455719469407688e-12,2.4558085799663146e-12,2.455111100251226e-12,2.452613066343844e-12,2.4502950571843505e-12,2.449955424938889e-12,2.450135328900598e-12,2.4504494730737557e-12,2.4505493040861203e-12,2.426480943994897e-12,2.4297794005789903e-12,2.4303602645459867e-12,2.387127856230493e-12,2.3872899838518665e-12,2.385732331831639e-12,2.3860620615267546e-12,2.5307205394178645e-12,2.5296971528304893e-12,2.530252692619325e-12,2.5285163201466003e-12,2.5281624849590476e-12,2.5282629716434526e-12,2.528424989004258e-12,2.4093728607200817e-12,2.410294356021451e-12,2.4112999417594753e-12,2.4368342480215135e-12,2.442270154294473e-12,2.4414712690748423e-12,2.4399677695593703e-12,2.4395251701255436e-12,2.3701228631247763e-12,2.3713840095509358e-12,2.371515353061202e-12,2.371454361562267e-12,2.5302362721815337e-12,2.531277384839959e-12,2.532867475896638e-12,2.442898946163037e-12,2.4378533498588963e-12,2.43570267389613e-12
581500,1.5511926098769237e-12,1.2087307936411984e-12,9.531892968793009e-13,9.32334954087826e-13,1.0355200167442318e-12,9.970412292770043e-13,9.550591163637821e-13,9.369254456247606e-13,9.999806136556914e-13,9.917913688286382e-13,9.834399272726469e-13,9.768979479745419e-13,9.768940636169594e-13,9.84905521090561e-13,9.771107085529838e-13,9.735395563524208e-13,9.700368158308794e-13,9.698031332636878e-13,9.940804917624159e-13,9.930286217187267e-13,9.91952630427551e-13,9.907450279445678e-13,9.9075868059299e-13,9.850706917420836e-13,9.861037112023601e-13,9.854652502725503e-13,9.849222890998805e-13,9.473694133287325e-13,9.485558143626713e-13,9.495121171791273e-13,9.954594445830969e-13,9.957573440513876e-13,9.949303656098688e-13,9.947659857261392e-13,9.78151081864894e-13,9.766531324662363e-13,9.765662876228483e-13,9.765635393310875e-13,9.762636564745034e-13,9.752475758305557e-13,9.742241679902268e-13,9.741089184788614e-13,9.742234438288342e-13,9.743838389200974e-13,9.744310942777353e-13,9.648437022644803e-13,9.661848629757514e-13,9.664080217532622e-13,9.49230841291604e-13,9.494160029795536e-13,9.487694865876266e-13,9.488832661463197e-13,1.0062100389804187e-12,1.0057477041332276e-12,1.0059482228974062e-12,1.0052149981376804e-12,1.0050717555792796e-12,1.0051170810889379e-12,1.0051813995606742e-12,9.577892007486252e-13,9.581613725755102e-13,9.585514987987058e-13,9.68642111559451e-13,9.708071499403939e-13,9.704953557771612e-13,9.698599938530362e-13,9.69671036096011e-13,9.424944517685635e-13,9.429809725528355e-13,9.430785667451582e-13,9.430608532421452e-13,1.005947532195171e-12,1.0063910362269556e-12,1.0069981420971562e-12,9.713369420644743e-13,9.692647654665988e-13,9.684003302820187e-13
581510,9.878029482059169e-14,8.056048691622456e-14,6.855432740435521e-14,6.743040577652374e-14,7.475669006745854e-14,7.25042841483386e-14,7.056473670409921e-14,6.953096872394508e-14,7.432714173819128e-14,7.375631813890896e-14,7.337412905349555e-14,7.297766464243233e-14,7.297742107573785e-14,7.35290039091128e-14,7.290802892680944e-14,7.271228941808838e-14,7.24980309483827e-14,7.248343334830508e-14,7.423585464772976e-14,7.417512118884167e-14,7.411234710389765e-14,7.404296381339176e-14,7.404371807796732e-14,7.365028536523145e-14,7.377901287062417e-14,7.372238208724587e-14,7.368388052540147e-14,7.091061155786592e-14,7.10149172889784e-14,7.109455307928732e-14,7.451421816232469e-14,7.450214715845738e-14,7.442735921998591e-14,7.440828540835418e-14,7.321198298153838e-14,7.311115887518041e-14,7.308545123763619e-14,7.307405308565344e-14,7.3047353125754e-14,7.300880099966931e-14,7.291600910387087e-14,7.291354792853117e-14,7.293364281098963e-14,7.295440127805248e-14,7.295944705703487e-14,7.219841961965866e-14,7.230435533940195e-14,7.232005217293517e-14,7.105362112275993e-14,7.109189535322744e-14,7.103244756958631e-14,7.103611178267274e-14,7.530859428396973e-14,7.526295291534266e-14,7.527189267686664e-14,7.520574507605512e-14,7.519449245163413e-14,7.519907323094089e-14,7.520346993097093e-14,7.164550868830684e-14,7.166747324151737e-14,7.169374232344215e-14,7.24109415080258e-14,7.257822447933713e-14,7.255335859901026e-14,7.249618931266876e-14,7.247911584177732e-14,7.055877524912644e-14,7.059368948612463e-14,7.061043320422529e-14,7.061030626402917e-14,7.52348475843775e-14,7.528272981923053e-14,7.532413767892668e-14,7.267013600300177e-14,7.24940692815789e-14,7.242624326880172e-14
581520,2.807422887082853e-14,2.430503095976679e-14,2.2415321845761244e-14,2.2168717666493583e-14,2.4533058899737655e-14,2.397831600207374e-14,2.3689676973172184e-14,2.3439869479745476e-14,2.5103521839533438e-14,2.492817181026042e-14,2.4872892417749265e-14,2.476777312910422e-14,2.476770575718254e-14,2.4934099577361037e-14,2.4714368642411906e-14,2.467031115081799e-14,2.4612781647624662e-14,2.4608754982645558e-14,2.5183423842820407e-14,2.5168132372812834e-14,2.515246133503438e-14,2.5135566305867352e-14,2.5135755706796186e-14,2.5009532304233994e-14,2.5067907603945537e-14,2.5046161808209102e-14,2.503394019793114e-14,2.410136587214589e-14,2.4141041705948463e-14,2.417040794719583e-14,2.53286174481916e-14,2.5314469351684445e-14,2.5285275449756765e-14,2.5276938848768147e-14,2.4884113401579478e-14,2.4852780712815604e-14,2.483828367382793e-14,2.4831030928133074e-14,2.482076685034306e-14,2.481996959646934e-14,2.4784182836215453e-14,2.47852797515443e-14,2.4795571983272793e-14,2.4805218514961558e-14,2.480739428876083e-14,2.453684062140252e-14,2.4574793009711602e-14,2.4579889582235476e-14,2.4153563749470924e-14,2.4173076404772925e-14,2.414948355531653e-14,2.414927206193705e-14,2.5597153564882024e-14,2.5577948297337916e-14,2.5578954315649002e-14,2.5553099699840126e-14,2.5549166293987366e-14,2.555106500606177e-14,2.5552407274231222e-14,2.4338423040521693e-14,2.4344374373303418e-14,2.4352541239407662e-14,2.4584114219158723e-14,2.4642476559367427e-14,2.4633544142867535e-14,2.4611261207538723e-14,2.4604615099756914e-14,2.3986894937847654e-14,2.3999165679379167e-14,2.4007706648883763e-14,2.4008007251164334e-14,2.5558136939672533e-14,2.5578021612144163e-14,2.5590667144236995e-14,2.469235940556895e-14,2.4626285488259706e-14,2.4602315650735782e-14
581530,1.6845816580759414e-15,1.8469643837867e-15,2.066210694220207e-15,2.0671240599154093e-15,2.2786635995252438e-15,2.2720187152726087e-15,2.311133200154014e-15,2.305485404957465e-15,2.480787678867879e-15,2.4695681711661115e-15,2.4777037756554646e-15,2.473016818165349e-15,2.4730131562439202e-15,2.4830641868308142e-15,2.4606513420243015e-15,2.4604526048936693e-15,2.4577193971512293e-15,2.4575048185627602e-15,2.5116586684057876e-15,2.5110222110586615e-15,2.5104988920522657e-15,2.5100678869178693e-15,2.5100690752274128e-15,2.4973952767048246e-15,2.5055824118560958e-15,2.5031121436045656e-15,2.502108814525504e-15,2.410338154736011e-15,2.4147670889139327e-15,2.4180048333582576e-15,2.5339824815281125e-15,2.5312092682457746e-15,2.527697651979903e-15,2.5265758308529733e-15,2.489015832171973e-15,2.4859262049390917e-15,2.4834791665170312e-15,2.4821818020397006e-15,2.4810015148368703e-15,2.483958235740614e-15,2.4799199336900167e-15,2.48036967940377e-15,2.4819686881144365e-15,2.483341450278495e-15,2.4836242461754516e-15,2.4547311055534973e-15,2.4588128173910904e-15,2.4593049356128174e-15,2.4168101989637333e-15,2.4196397083969274e-15,2.4166511669684392e-15,2.4163856253697736e-15,2.5611279491622576e-15,2.5586149886991998e-15,2.558345114138978e-15,2.555211719092157e-15,2.5548113463987556e-15,2.555054192651396e-15,2.555153936533091e-15,2.432376198318926e-15,2.4326082273802535e-15,2.433296698491946e-15,2.45405802578024e-15,2.4601772272749875e-15,2.4591481523607034e-15,2.4564665283827007e-15,2.4556773661431685e-15,2.399885499984059e-15,2.4013013607116787e-15,2.402575328462319e-15,2.4026504942606504e-15,2.5552494422634517e-15,2.557843794384424e-15,2.558898057412763e-15,2.4691298017627586e-15,2.461478453518576e-15,2.458934091364593e-15
581540,7.682490264284039e-17,1.1865837292737766e-16,1.5576655166438698e-16,1.5707696667013157e-16,1.7268249435297364e-16,1.7479548407255238e-16,1.811151000896197e-16,1.8159268866780904e-16,1.9610984464375705e-16,1.9559742635220004e-16,1.968878610869046e-16,1.9679945925172568e-16,1.9679931587796165e-16,1.9717031372904544e-16,1.9539699534220143e-16,1.9558100254305594e-16,1.9551170367939757e-16,1.955038640897764e-16,1.996606598543218e-16,1.996491632696653e-16,1.996552611893269e-16,1.9967969327152825e-16,1.9967851704652717e-16,1.9862231007434298e-16,1.9938040166010137e-16,1.9917462941180322e-16,1.9910593891850393e-16,1.9185303703303164e-16,1.9221819501513723e-16,1.9248594370501561e-16,2.0176067346254266e-16,2.0149280480367112e-16,2.0118762877506995e-16,2.0108489781421827e-16,1.9814800218323886e-16,1.9788726400817662e-16,1.9764763627804346e-16,1.9751962250994928e-16,1.9742033780641894e-16,1.9783891121076134e-16,1.9750221036311746e-16,1.9755275360373136e-16,1.977043507054087e-16,1.978304390561506e-16,1.978550363721483e-16,1.9548360288937629e-16,1.9581627073134227e-16,1.9585513036913788e-16,1.924519948765512e-16,1.9271468864596278e-16,1.924467047087564e-16,1.9241510432882982e-16,2.0395826737592634e-16,2.0373455316387083e-16,2.0369704818533704e-16,2.0342406100029157e-16,2.033920914509637e-16,2.0341384304499891e-16,2.034201306228317e-16,1.935555560543005e-16,1.935508818268302e-16,1.935986940117917e-16,1.9512977373919144e-16,1.9562966449331676e-16,1.955392295894485e-16,1.9530696847595417e-16,1.952391764726115e-16,1.910689323591048e-16,1.9118945765693617e-16,1.9130584628590683e-16,1.9131325476418608e-16,2.034076474210841e-16,2.0364279914452845e-16,2.037212041523426e-16,1.9655802201468993e-16,1.959050580539277e-16,1.956967095244901e-16
