,1,2,3,4,Avg
2_20,168.72327627305606,166.67078208869125,164.96626682591025,164.96574038049525,166.3315163920382
2_21,168.7704460930218,166.71850581211515,165.01434231024365,165.01363415616495,166.37923209288638
2_22,168.81877439415345,166.76731867297437,165.06344623032572,165.06256459270958,166.42802597254078
2_23,168.87505509469673,166.82407358318898,165.1204584257915,165.11935850194206,166.48473640140483
2_24,168.94285465174505,166.89238627878655,165.1890266956161,165.18763641785344,166.55297601100028
2_25,169.0213896488392,166.9714936946972,165.26841005642868,165.26666211697034,166.63198887923386
2_26,169.10635499032946,167.05708157237595,165.35430055943635,165.35215471026078,166.71747295810064
2_27,169.19212571832855,167.1434969179989,165.44103722447116,165.43848678908452,166.8037866624708
2_28,169.27411936058112,167.22612468069718,165.52398909352735,165.52105433901426,166.88632186845496
2_29,169.35046088489645,167.3030655608452,165.6012413166103,165.59795638688647,166.9631810373096
2_30,169.42247739480004,167.37563865289505,165.67410474303844,165.67050458207186,167.03568134320136
2_31,169.4938463156681,167.44753154599087,165.746269866549,165.74238111824096,167.10750721161222
2_32,169.56869433034234,167.52289510451945,165.8219013201205,165.81773872462819,167.18280736990263
2_33,169.64951278925722,167.60424950326407,165.90353900703124,165.89910693948627,167.2641020597597
2_34,169.73594834081723,167.69126328781422,165.9908690438129,165.98616643109762,167.35106177588548
2_35,169.8250729035409,167.7810151901162,166.08097838839905,166.07600426727552,167.4407676873329
2_36,169.9128749142405,167.86948526231438,166.1698440109823,166.16460104313867,167.52920130766896
2_37,169.99602872142438,167.9533317274882,166.25411380476635,166.2486084841749,167.61302068446344
2_38,170.0729791428906,168.03098535728083,166.33220784262838,166.32644810131805,167.69065511102946
2_39,170.14400271862675,168.1027173802733,166.40439172450834,166.39838375290887,167.7623738940793
2_40,170.21060331407412,168.1700364292882,166.47217529740715,166.4659210936439,167.82968403360334
2_41,170.2748131808416,168.2349865971716,166.53760904069426,166.53110529780253,167.8946285291275
2_42,170.3386979182614,168.29964670314854,166.60277940402258,166.59601787580965,167.95928547531054
2_43,170.4040254867279,168.36579228365903,166.66946583943408,166.66243536146425,168.0254297428213
2_44,170.47197954226675,168.4346025342814,166.73884332514288,166.7315334920333,168.0942397234311
2_45,170.542934129369,168.50643225181628,166.81125252910493,166.80365823302142,168.16606928582792
2_46,170.61641910864654,168.58078074189476,166.88617125103914,166.87829634924566,168.24041686270652
2_47,170.6913521268408,168.65653336782094,166.96246261508801,166.95432081455056,168.31616723107507
2_48,170.76645791532704,168.7323928767166,167.0388145991447,167.03042663655484,168.3920230069358
2_49,170.84068795177765,168.80730807543367,167.11417475127095,167.10556263388153,168.46693335309095
2_50,170.91346843054976,168.88072356633978,167.1880009589474,167.17918143497735,168.54034359770355
2_51,170.98470821807456,168.95258147178487,167.2602587474165,167.25123851927736,168.6121967391383
2_52,171.05461489911434,169.02312615404344,167.3312181397208,167.3219925072817,168.68273792504007
2_53,171.12344160886116,169.0926394340298,167.4011808847116,167.3917360246608,168.75224948806584
2_54,171.19129976635227,169.16124575291843,167.47028044786796,167.4605981531119,168.82085603006266
2_55,171.25812612489725,169.2288778218447,167.5384467444846,167.52850973028393,168.88849010537763
2_56,171.32380851701916,169.29540664191376,167.60553913617323,167.59533512635878,168.95502235536622
2_57,171.38839098989385,169.36085417066025,167.67156429484427,167.66108782529815,169.02047432017415
2_58,171.45223557221982,169.4255627727314,167.73685093989525,167.72610277112878,169.08518801399381
2_59,171.51603621826584,169.49021441854097,167.80207264432653,167.7910574826167,169.14984519093753
2_60,171.58065141503135,169.55566484277153,167.86808305507108,167.8568066952146,169.21530150202213
2_61,171.6468104488568,169.62264789187884,167.93561892483194,167.9240858824982,169.28229078701645
2_62,171.71481169897683,169.6914698113888,168.00499166083736,167.99320396416547,169.3511192838421
2_63,171.78434037529613,169.76182272860962,168.07589790752272,168.0638551737116,169.42147904628501
2_64,171.8544854946421,169.83279869224967,168.14743159461787,168.13513204404444,169.49246195638852
2_65,171.92395538070755,169.90310435337784,168.21829807554187,168.20573988163758,169.5627744228162
2_66,171.9914140453101,169.9713985285669,168.28715251063076,168.27433489562594,169.63107499503343
2_67,172.0558186422376,170.03663198633592,168.35294125211564,168.33986496950206,169.6963142125478
2_68,172.11664408201852,170.0982743702028,168.41513034301164,168.40179752329274,169.75796157963143
2_69,172.17392789239685,170.15636032672543,168.4737525088131,168.46016614535486,169.81605171832257
2_70,172.22813524418095,170.21135428818567,168.5292717746339,168.51543527279122,169.87104914494793
2_71,172.27990482220483,170.26389481217734,168.58232676180276,168.5682439168306,169.92359257825387
2_72,172.32976989035177,170.31451359211445,168.63344829560103,168.61912384268075,169.974213905187
2_73,172.37794635821646,170.36342188524412,168.68284470564714,168.66828530795925,170.02312456426674
2_74,172.42424608041776,170.41042329379806,168.73031423219666,168.715529565215,170.07012829290687
2_75,172.4681251826594,170.4549629013294,168.7752946844007,168.76029821797206,170.11467024659038
2_76,172.50883341371136,170.49627845465466,168.81701583715585,168.80182501793993,170.15598818086545
2_77,172.54560588091564,170.5335943150813,168.8546948663744,168.8393306020658,170.1933064161093
2_78,172.57783761378553,170.56629794691915,168.88771413588117,168.8721996911541,170.22601234693497
2_79,172.60519911240408,170.59405662010897,168.9157386879544,168.90009824619162,170.25377316666476
2_80,172.62767689249242,170.61685816903363,168.93875716177237,168.92301435239497,170.27657664392333
2_81,172.64554659253682,170.6349834917294,168.9570539000086,168.9412305471333,170.29470363285202
2_82,172.65930089344909,170.64893333789792,168.97113498925964,168.95525023921257,170.3086548649548
2_83,172.66955874365476,170.6593362230574,168.98163530163293,168.96570517670136,170.3190588612616
2_84,172.67697844652378,170.66686031250538,168.98922957377755,168.97326690991835,170.32658381068129
2_85,172.68218901100693,170.67214385226922,168.9945622199106,168.9785768926963,170.33186799397075
2_86,172.68574551422105,170.67574995757442,168.998201732208,168.9822010584149,170.3354745656046
2_87,172.6881074879302,170.6781447451876,169.00061863901252,168.98460785164662,170.33786968094424
2_88,172.68963542455597,170.67969383067432,169.0021819927548,168.98616471248195,170.33941899011677
2_89,172.69059917614766,170.68067087502726,169.00316801284842,168.9871466677529,170.34039618294406
2_90,172.6911924950807,170.68127234958388,169.00377499906168,168.98775117011908,170.34099775346132
2_91,172.69154934828717,170.68163409169756,169.00414004795633,168.98811473620142,170.3413595560356
2_92,172.69175922523354,170.68184683454476,169.00435473089513,168.98832855356238,170.34157233605896
2_93,172.6918800315195,170.68196928508866,169.00447829547036,168.98845162365873,170.3416948089343
2_94,172.69194814307914,170.6820383206776,169.004547957642,168.98852100916355,170.34176385764056
3_0,172.73155920640096,170.67414342441936,169.01431893548266,168.97146306341602,170.34787115742972
3_1,172.76416309227542,170.6932098731208,169.037076393887,168.9584626534755,170.36322800318968
3_2,172.79383078846374,170.71793487069868,169.06084568805335,168.97865544636778,170.3878166983959
3_3,172.80120615794215,170.72916533799696,169.08465096931806,169.00532974940342,170.40508805366517
3_4,172.79259006604042,170.72922523079995,169.09387937968572,169.02501914804193,170.410178456142
3_5,172.7770660702423,170.72598516634395,169.10121710507056,169.05156525758701,170.41395839981095
3_6,172.77047706991306,170.73578855400024,169.12526314029176,169.0897144834454,170.43031081191262
3_7,172.78167459608764,170.7674178713277,169.16668124057603,169.14673474052404,170.46562711212886
3_8,172.80678984298564,170.81219642977555,169.21288121000728,169.2152854081387,170.51178822272678
3_9,172.83556841353334,170.85556720177868,169.2516834177687,169.2797377604992,170.55563919839497
3_10,172.86048059314416,170.88914264166604,169.27874913441403,169.3299537289472,170.58958152454287
3_11,172.87840460218698,170.91128126137437,169.2951394329576,169.3637288195184,170.61213852900934
3_12,172.89017468203392,170.9247749242513,169.30462984802776,169.3845426298237,170.62603052103418
3_13,172.8992824068036,170.93455610344066,169.3120898565184,169.39853416298033,170.63611563243578
3_14,172.91023484161423,170.9458857272878,169.32232047737216,169.41209466259795,170.64763392721804
3_15,172.9271059903122,170.96310828481725,169.33917867838193,169.430392668843,170.66494640558858
3_16,172.95237417254987,170.9887422800314,169.36481701576815,169.45647135236598,170.69060120517884
3_17,172.98623065379093,171.02295459589823,169.3991815509678,169.49080741197028,170.72479355315681
3_18,173.026631769733,171.06368446806104,169.44010544849695,169.5315152083794,170.7654842236676
3_19,173.0700425669189,171.10740302834782,169.48402667074413,169.57516140030646,170.80915841657932
3_20,173.1125516646918,171.15021879871867,169.52705622610773,169.61790399932048,170.85193267220964
3_21,173.1509626660589,171.18895306918287,169.56602569866834,169.6565874978217,170.89063223293294
3_22,173.183553344142,171.22188923721762,169.5992216607643,169.68950417468866,170.92354210420314
3_23,173.21036223771245,171.24906145607414,169.62667314558328,169.71669054244677,170.95069684545416
3_24,173.23297065732015,171.27204655490237,169.64995089793393,169.73972428315432,170.9736730983277
3_25,173.25382618438005,171.29329558266662,169.671505820362,169.76105790106894,170.9949213721194
3_26,173.27530878138225,171.31519919939237,169.69373461065652,169.78308323350942,171.01683145623514
3_27,173.2989019445066,171.33925044140042,169.71813651527225,169.80729157121948,171.04089511809968
3_28,173.32480959407636,171.36565236012396,169.74491385072585,169.83387907348873,171.0673137196037
3_29,173.35212234498792,171.3934804542793,169.7731311751081,169.86190905911792,171.0951607583733
3_30,173.37936561547141,171.4212340283365,169.80126873891723,169.8898654635907,171.12293346157895
3_31,173.40514210646654,171.44748653395547,169.8278785370068,169.91630647488563,171.14920341307862
3_32,173.42863197036996,171.4713943977363,169.85209960235883,169.94037655368214,171.17312563103684
3_33,173.44983232265778,171.49294299265142,169.87390887779102,169.96205459862554,171.19468469793142
3_34,173.46951648511453,171.51290854415177,169.89408517152552,169.9821166491252,171.21465671247927
3_35,173.48895900300155,171.53258162667075,169.9139315076914,170.00185873969988,171.2343327192659
3_36,173.50952296620792,171.55334945060557,169.93485356957407,170.02267734211534,171.25510083212572
3_37,173.53224048268874,171.57626940051085,169.95792794159016,170.04564035966277,171.27801954611314
3_38,173.55751540043397,171.60176507878754,169.98359307269584,170.07118062098507,171.3035135432256
3_39,173.58503108898407,171.6295296538403,170.0115492869163,170.09899735677783,171.33127684662963
3_40,173.6138737320253,171.6586480736086,170.04088024042437,170.12817766043318,171.36039492662286
3_41,173.64281480346563,171.6878817177664,170.07033930374473,170.15748155821095,171.38962934579695
3_42,173.67065755127305,171.71601918732034,170.0987036899415,170.18569407170395,171.4177686250597
3_43,173.69654596218808,171.7421900985497,170.1250919587858,170.21194061477894,171.44394215857562
3_44,173.7201546075092,171.7660588145105,170.14916070834155,170.23588213516314,171.4678140663811
3_45,173.7417158721536,171.78785372603076,170.17113539083977,170.2577452581501,171.48961256179356
3_46,173.76188896685838,171.80823630748787,170.1916793536374,170.27819154190425,171.50999904247197
3_47,173.7815214607557,171.8280610995492,170.2116525861423,170.29807709396366,171.52982806010272
3_48,173.80138485736146,171.8481088782593,170.23184300800662,170.3181850363153,171.54988044498566
3_49,173.82196977107637,171.86887934798108,170.25275724445572,170.3390174207497,171.57065594606576
3_50,173.84340141036844,171.89050468660852,170.27453269918422,170.36070814813843,171.5922867360749
3_51,173.86549137935611,171.91280031401567,170.29698756790845,170.38307340349087,171.6145881661928
3_52,173.88789398000532,171.93542113822312,170.3197770907862,170.4057679003351,171.63721502733745
3_53,173.91030162589834,171.95805770977015,170.3425903194554,170.42848130805166,171.6598577407939
3_54,173.93260579307477,171.98059835553562,170.3653131832967,170.45110080705845,171.68240453474138
3_55,173.95496805378048,172.0032014221522,170.3881016581942,170.47378374867043,171.7050137206993
3_56,173.97778136876536,172.02625745069605,170.4113445893947,170.4969201095361,171.72807587959804
3_57,174.0015407873484,172.05026023853827,170.43553498564845,170.52100362584773,171.7520849093457
3_58,174.02667142083993,172.0756346624876,170.46109767902374,170.5464594888565,171.77746581280195
3_59,174.0533717668273,172.10257952131818,170.48823175998618,170.57348693440508,171.8044174956342
3_60,174.0815211958575,172.13097447535515,170.5168170780919,170.60196591288963,171.83281966554853
3_61,174.11067697408689,172.1603767007948,170.54641061573366,170.63145355853626,171.8622294622879
3_62,174.1401574167818,172.19010398781887,170.57632956397757,170.66126724607605,171.89196455366357
3_63,174.1691828549517,172.21937595082122,170.6057927516413,170.6906259037875,171.92124436530042
3_64,174.19703200749677,172.24747080197045,170.634077762904,170.71880698245872,171.9493468887075
3_65,174.2231711297501,172.27385485805513,170.6606507523684,170.74527617023034,171.975738227601
3_66,174.24732560141055,172.29825426816848,170.68523830556916,170.76975926433306,172.00014435987032
