,Axial,Radial,Value,Relative Uncertainty
0,0,0,7607822.353465307,0.005342245216641486
1,0,1,7795120.415981518,0.005383158340065539
2,0,2,8756213.70725668,0.005590534864500824
3,0,3,10003571.772032931,0.005241119093689227
4,1,0,8910640.5498648,0.0056426994799771875
5,1,1,8497318.090865023,0.005506091239226216
6,1,2,9213353.957070895,0.00430777860786835
7,1,3,10418065.483216409,0.005674881530643414
8,2,0,9409293.81420316,0.004886202413838519
9,2,1,8967601.608746313,0.004791915612851865
10,2,2,9529790.04556126,0.005238581884904065
11,2,3,10656588.068181824,0.004775865943696231
12,3,0,9072331.752835859,0.004713833867885075
13,3,1,8651224.17043262,0.004356231043866482
14,3,2,9238346.416743213,0.004394523409296128
15,3,3,10276687.88326717,0.004413138560009464
16,4,0,8169531.746516563,0.004721161615534846
17,4,1,7900349.184652538,0.004296769141167793
18,4,2,8408494.59361808,0.004247238196409798
19,4,3,9304047.695155676,0.00456216231296307
20,5,0,7064807.719911393,0.005662360615355692
21,5,1,6817788.908406551,0.006205953144786994
22,5,2,7207509.780001626,0.005738324483202547
23,5,3,8055914.016930809,0.005998487624236518
24,6,0,5674131.069954617,0.006555032273170937
25,6,1,5524976.2616120605,0.0073956121285563056
26,6,2,5863794.1998731205,0.006884166805198056
27,6,3,6536098.13541831,0.00840408864873067
28,7,0,4203035.515594515,0.008983714864889853
29,7,1,4423446.12254146,0.008174744577523124
30,7,2,4904789.017959637,0.008828648425983722
31,7,3,5468967.808633746,0.008667560774531787
