,Axial,Radial,Value,Relative Uncertainty
0,0,0,3.585490647499729e+19,0.017549190566596228
1,0,1,3.498107230657487e+19,0.01614376572330485
2,0,2,4.119470084628103e+19,0.0170239273372887
3,0,3,4.779496679880245e+19,0.020678231971813572
4,1,0,4.375055294862349e+19,0.013740464806462746
5,1,1,4.175189189253851e+19,0.015597245502919998
6,1,2,4.847861009551982e+19,0.01392541594040848
7,1,3,5.663858474188623e+19,0.013969835835557392
8,2,0,5.1450534068876075e+19,0.01395475050907746
9,2,1,4.836520790965766e+19,0.012570999629324302
10,2,2,5.498674339736951e+19,0.013317753668041936
11,2,3,6.584088274686297e+19,0.015173330731674654
12,3,0,5.488855364289141e+19,0.011561079644335915
13,3,1,5.1769927936399114e+19,0.011902900753289132
14,3,2,6.032350773824761e+19,0.010507072114016459
15,3,3,7.047003802521886e+19,0.01142046147979385
16,4,0,5.553575122363867e+19,0.011283054656970317
17,4,1,5.268911024351676e+19,0.012086356407058638
18,4,2,6.043911281707998e+19,0.010682309634989834
19,4,3,7.100778114071962e+19,0.013457057086846478
20,5,0,5.1486473384054465e+19,0.012303891985038812
21,5,1,4.758608616832702e+19,0.010833000125958328
22,5,2,5.596697455943413e+19,0.011306809324234604
23,5,3,6.458598208232104e+19,0.014183702870045263
24,6,0,4.4230330594324275e+19,0.012818669323114347
25,6,1,4.051153401523255e+19,0.01429245528524215
26,6,2,4.640437917179588e+19,0.014489441623574208
27,6,3,5.343824350596678e+19,0.016386885768396257
28,7,0,3.5044400543984005e+19,0.01754092184609782
29,7,1,3.3516834935227605e+19,0.014502938015052156
30,7,2,3.870043398091972e+19,0.019181343867669794
31,7,3,4.513922390773337e+19,0.021153359074021803
