,Axial,Radial,Value,Relative Uncertainty
0,0,0,7467925.220958483,0.011895170321680122
1,0,1,7470385.1057626195,0.01066315536716961
2,0,2,8225754.547457596,0.010991993328411722
3,0,3,9700234.925754027,0.010561710839602818
4,1,0,8837681.173266282,0.009697972061846756
5,1,1,8345732.550477898,0.010892079133020519
6,1,2,8972482.060524909,0.009985211112061198
7,1,3,10098899.17012154,0.011955531892385136
8,2,0,9355417.358070614,0.010400463100300229
9,2,1,9093764.377277449,0.0093495196548342
10,2,2,9707922.45589823,0.009089503473907102
11,2,3,10869719.281588608,0.008210543956957821
12,3,0,9011455.142239373,0.010280428570450615
13,3,1,8685189.98263638,0.010611155416410637
14,3,2,9216404.943934042,0.01000907348255505
15,3,3,10356862.174707878,0.009919045328258908
16,4,0,8194085.711978562,0.011285909479547418
17,4,1,7792224.348786886,0.010318608783858043
18,4,2,8447166.471012203,0.010296311376531026
19,4,3,9406212.251278661,0.010612080323743228
20,5,0,7060584.738501367,0.011150014328374699
21,5,1,6859544.41751457,0.011389222527181062
22,5,2,7222864.521329828,0.01078754459556344
23,5,3,7808301.872036104,0.012088358123183042
24,6,0,5827371.917744604,0.013738315414566335
25,6,1,5495577.733723909,0.013419714919847683
26,6,2,5963245.817726766,0.013482694515958599
27,6,3,6466773.53464614,0.014630550586760346
28,7,0,4318719.872687662,0.018270436534965132
29,7,1,4600084.526911717,0.018046169775111524
30,7,2,4968751.871428546,0.015510616214954743
31,7,3,5574026.641348055,0.018147385914779525
