,Axial,Radial,Value,Relative Uncertainty
0,0,0,5.775799578465794e+19,0.013837230744160739
1,0,1,5.547114410395845e+19,0.013139557300513287
2,0,2,6.420892363665805e+19,0.012449638075614231
3,0,3,7.605500650423912e+19,0.013076328463224285
4,1,0,6.950065482386053e+19,0.011667497919282075
5,1,1,6.2732411287584236e+19,0.010273167629289036
6,1,2,7.034046547978493e+19,0.011442562589643374
7,1,3,7.955026731914797e+19,0.011658444545192782
8,2,0,7.801781530518916e+19,0.00992287502650992
9,2,1,6.849357172525492e+19,0.01074137340402058
10,2,2,7.694944942990723e+19,0.009904303957599125
11,2,3,8.393314116190588e+19,0.00941144166275534
12,3,0,7.61206545770219e+19,0.010595627925864527
13,3,1,6.778882803742977e+19,0.008775056383361573
14,3,2,7.572058713540234e+19,0.009076985235775166
15,3,3,8.223382737214262e+19,0.010251376131552675
16,4,0,6.935581204916436e+19,0.010123716966509667
17,4,1,6.254542928053781e+19,0.010287490340150186
18,4,2,6.940802521650509e+19,0.009620251904429984
19,4,3,7.587921088151521e+19,0.011630650701342816
20,5,0,6.031560998844385e+19,0.011521005447781344
21,5,1,5.416746734500138e+19,0.011340395328235563
22,5,2,6.035006730477075e+19,0.011215074959558188
23,5,3,6.855447841562584e+19,0.013408427883653724
24,6,0,4.893399233968301e+19,0.013018735385256918
25,6,1,4.378436458113369e+19,0.011752624237144562
26,6,2,4.827967208905937e+19,0.012822020009969667
27,6,3,5.562230032292897e+19,0.014109096749192552
28,7,0,3.7386410816463675e+19,0.017020075884442737
29,7,1,3.5636068975945732e+19,0.014995616525192925
30,7,2,4.010157275946338e+19,0.018440161261336793
31,7,3,4.6400422398063256e+19,0.016371009508221734
