,Axial,Radial,Value,Relative Uncertainty
0,0,0,6.501298111479418e+19,0.004541064191734219
1,0,1,6.181729004311657e+19,0.004085671132169019
2,0,2,7.094410040710997e+19,0.004733135037432197
3,0,3,8.115447677527266e+19,0.004970536242224579
4,1,0,7.561213575501136e+19,0.005269039484748388
5,1,1,6.8155207518105936e+19,0.004969660914720682
6,1,2,7.645695537038017e+19,0.004367183219105147
7,1,3,8.608320187827372e+19,0.004361199315141316
8,2,0,8.247331944878373e+19,0.0041954172987598215
9,2,1,7.3354006771803275e+19,0.004248396040286554
10,2,2,8.169148811902584e+19,0.004639450738062137
11,2,3,9.111473143058658e+19,0.004284253782418613
12,3,0,8.153250406898539e+19,0.003954188357531933
13,3,1,7.216527476803786e+19,0.003695257752361943
14,3,2,7.941899327967696e+19,0.003989884093350594
15,3,3,8.912138299016783e+19,0.00420307326096984
16,4,0,7.484601179252372e+19,0.0047089152163416305
17,4,1,6.640791976316772e+19,0.004185802791653764
18,4,2,7.267937637945371e+19,0.004099565699846024
19,4,3,8.191314024911715e+19,0.004330990197263858
20,5,0,6.535360027439344e+19,0.004865546595957946
21,5,1,5.751142550550205e+19,0.004573361265250193
22,5,2,6.364178114699346e+19,0.004330195448604418
23,5,3,7.073766057828838e+19,0.0047634712597207675
24,6,0,5.355711429116328e+19,0.005480539109359488
25,6,1,4.704217891431359e+19,0.005064771946966846
26,6,2,5.186034827782636e+19,0.004879595574590522
27,6,3,5.864093529023042e+19,0.004826112900006347
28,7,0,4.2270502734748066e+19,0.006269509874680462
29,7,1,3.9461132121735725e+19,0.006750521582174818
30,7,2,4.438763642760001e+19,0.006182083001099499
31,7,3,5.098631309109595e+19,0.006403035286724511
