,Zone,Type,Pass,Axial,Radial,Value
0,1.0,0.0,0.0,0.0,0.0,3.0371994222549596
1,65.0,0.0,0.0,0.0,1.0,2.6408851105695734
2,129.0,0.0,0.0,0.0,2.0,2.3299337983981094
3,193.0,0.0,0.0,0.0,3.0,2.275875789335612
4,9.0,0.0,0.0,1.0,0.0,7.56009365179972
5,73.0,0.0,0.0,1.0,1.0,6.688830639797596
6,137.0,0.0,0.0,1.0,2.0,5.9339641610721925
7,201.0,0.0,0.0,1.0,3.0,5.991671212102853
8,17.0,0.0,0.0,2.0,0.0,12.42480645088962
9,81.0,0.0,0.0,2.0,1.0,11.123625855172108
10,145.0,0.0,0.0,2.0,2.0,9.863231809871548
11,209.0,0.0,0.0,2.0,3.0,10.144876837560354
12,25.0,0.0,0.0,3.0,0.0,17.250421758150004
13,89.0,0.0,0.0,3.0,1.0,15.427683131593861
14,153.0,0.0,0.0,3.0,2.0,13.778055704529272
15,217.0,0.0,0.0,3.0,3.0,14.29208554364137
16,33.0,0.0,0.0,4.0,0.0,21.75058328197728
17,97.0,0.0,0.0,4.0,1.0,19.448617472010177
18,161.0,0.0,0.0,4.0,2.0,17.46869213892029
19,225.0,0.0,0.0,4.0,3.0,18.171297312225466
20,41.0,0.0,0.0,5.0,0.0,25.649691621757324
21,105.0,0.0,0.0,5.0,1.0,22.985737858257718
22,169.0,0.0,0.0,5.0,2.0,20.70389414422109
23,233.0,0.0,0.0,5.0,3.0,21.54278031472886
24,49.0,0.0,0.0,6.0,0.0,28.92772337506743
25,113.0,0.0,0.0,6.0,1.0,25.91078243582047
26,177.0,0.0,0.0,6.0,2.0,23.34565327527125
27,241.0,0.0,0.0,6.0,3.0,24.298175519094233
28,57.0,0.0,0.0,7.0,0.0,31.702696969468455
29,121.0,0.0,0.0,7.0,1.0,28.32875376387993
30,185.0,0.0,0.0,7.0,2.0,25.476652202638576
31,249.0,0.0,0.0,7.0,3.0,26.46295767486828
32,2.0,0.0,1.0,0.0,0.0,31.53113514934692
33,66.0,0.0,1.0,0.0,1.0,31.13925553013496
34,130.0,0.0,1.0,0.0,2.0,30.849660244158564
35,194.0,0.0,1.0,0.0,3.0,30.77501997905955
36,10.0,0.0,1.0,1.0,0.0,35.81612032395086
37,74.0,0.0,1.0,1.0,1.0,34.967491961927756
38,138.0,0.0,1.0,1.0,2.0,34.269288399522736
39,202.0,0.0,1.0,1.0,3.0,34.30642660167853
40,18.0,0.0,1.0,2.0,0.0,40.33354693514349
41,82.0,0.0,1.0,2.0,1.0,39.01984914596062
42,146.0,0.0,1.0,2.0,2.0,37.97529271490225
43,210.0,0.0,1.0,2.0,3.0,38.13634504602621
44,26.0,0.0,1.0,3.0,0.0,44.80261347773549
45,90.0,0.0,1.0,3.0,1.0,43.04706265029157
46,154.0,0.0,1.0,3.0,2.0,41.69720658931885
47,218.0,0.0,1.0,3.0,3.0,41.98347814721138
48,34.0,0.0,1.0,4.0,0.0,48.969042342402595
49,98.0,0.0,1.0,4.0,1.0,46.84914108582173
50,162.0,0.0,1.0,4.0,2.0,45.12108192038346
51,226.0,0.0,1.0,4.0,3.0,45.596148579884684
52,42.0,0.0,1.0,5.0,0.0,52.60005978882739
53,106.0,0.0,1.0,5.0,1.0,50.12751394113529
54,170.0,0.0,1.0,5.0,2.0,48.09967947920937
55,234.0,0.0,1.0,5.0,3.0,48.698251756469055
56,50.0,0.0,1.0,6.0,0.0,55.65926850202432
57,114.0,0.0,1.0,6.0,1.0,52.84181529417147
58,178.0,0.0,1.0,6.0,2.0,50.59799551274564
59,242.0,0.0,1.0,6.0,3.0,51.30207452585496
60,58.0,0.0,1.0,7.0,0.0,58.16395189090449
61,122.0,0.0,1.0,7.0,1.0,55.04721597475063
62,186.0,0.0,1.0,7.0,2.0,52.604807676028415
63,250.0,0.0,1.0,7.0,3.0,53.27160647591832
64,3.0,0.0,2.0,0.0,0.0,58.03084788073791
65,67.0,0.0,2.0,0.0,1.0,57.66754996694001
66,131.0,0.0,2.0,0.0,2.0,57.31564287126484
67,195.0,0.0,2.0,0.0,3.0,57.39662878447856
68,11.0,0.0,2.0,1.0,0.0,61.94462422974351
69,75.0,0.0,2.0,1.0,1.0,61.156600354714655
70,139.0,0.0,2.0,1.0,2.0,60.3799197052629
71,203.0,0.0,2.0,1.0,3.0,60.57806865034091
72,19.0,0.0,2.0,2.0,0.0,66.08412457281958
73,83.0,0.0,2.0,2.0,1.0,64.87663656237034
74,147.0,0.0,2.0,2.0,2.0,63.7033046329003
75,211.0,0.0,2.0,2.0,3.0,64.07870487223433
76,27.0,0.0,2.0,3.0,0.0,70.18237430335647
77,91.0,0.0,2.0,3.0,1.0,68.62062041938094
78,155.0,0.0,2.0,3.0,2.0,67.10173106559678
79,219.0,0.0,2.0,3.0,3.0,67.5642347930048
80,35.0,0.0,2.0,4.0,0.0,73.9412085114762
81,99.0,0.0,2.0,4.0,1.0,72.0723203473609
82,163.0,0.0,2.0,4.0,2.0,70.27009752291372
83,227.0,0.0,2.0,4.0,3.0,70.77447142450802
84,43.0,0.0,2.0,5.0,0.0,77.2838538232762
85,107.0,0.0,2.0,5.0,1.0,75.08510678956327
86,171.0,0.0,2.0,5.0,2.0,73.03847657764345
87,235.0,0.0,2.0,5.0,3.0,73.57919964515868
88,51.0,0.0,2.0,6.0,0.0,80.05758342379345
89,115.0,0.0,2.0,6.0,1.0,77.58898432691977
90,179.0,0.0,2.0,6.0,2.0,75.31635836526573
91,243.0,0.0,2.0,6.0,3.0,75.92810487564125
92,59.0,0.0,2.0,7.0,0.0,82.31859510418548
93,123.0,0.0,2.0,7.0,1.0,79.61159890457083
94,187.0,0.0,2.0,7.0,2.0,77.12844932010358
95,251.0,0.0,2.0,7.0,3.0,77.69487970921034
96,4.0,0.0,3.0,0.0,0.0,82.16338154550681
97,68.0,0.0,3.0,0.0,1.0,81.87708225940924
98,132.0,0.0,3.0,0.0,2.0,81.53787076150213
99,196.0,0.0,3.0,0.0,3.0,81.56415786432225
100,12.0,0.0,3.0,1.0,0.0,85.73424298603662
101,76.0,0.0,3.0,1.0,1.0,85.05334513188903
102,140.0,0.0,3.0,1.0,2.0,84.34951646909482
103,204.0,0.0,3.0,1.0,3.0,84.45386337800889
104,20.0,0.0,3.0,2.0,0.0,89.49151336511976
105,84.0,0.0,3.0,2.0,1.0,88.43602540219871
106,148.0,0.0,3.0,2.0,2.0,87.36217269922128
107,212.0,0.0,3.0,2.0,3.0,87.64793952662261
108,28.0,0.0,3.0,3.0,0.0,93.20555466967024
109,92.0,0.0,3.0,3.0,1.0,91.7910344070336
110,156.0,0.0,3.0,3.0,2.0,90.41587318438893
111,220.0,0.0,3.0,3.0,3.0,90.84718190200763
112,36.0,0.0,3.0,4.0,0.0,96.6484079153215
113,100.0,0.0,3.0,4.0,1.0,94.89127376186951
114,164.0,0.0,3.0,4.0,2.0,93.27518652494419
115,228.0,0.0,3.0,4.0,3.0,93.75649663863145
116,44.0,0.0,3.0,5.0,0.0,99.69880668814064
117,108.0,0.0,3.0,5.0,1.0,97.65733291117925
118,172.0,0.0,3.0,5.0,2.0,95.78369568109008
119,236.0,0.0,3.0,5.0,3.0,96.33472950115384
120,52.0,0.0,3.0,6.0,0.0,102.22554020996094
121,116.0,0.0,3.0,6.0,1.0,99.94183987616071
122,180.0,0.0,3.0,6.0,2.0,97.8609838330074
123,244.0,0.0,3.0,6.0,3.0,98.40644115879803
124,60.0,0.0,3.0,7.0,0.0,104.37449416422074
125,124.0,0.0,3.0,7.0,1.0,101.80808810149463
126,188.0,0.0,3.0,7.0,2.0,99.53694121446688
127,252.0,0.0,3.0,7.0,3.0,100.01673430534136
128,5.0,0.0,4.0,0.0,0.0,104.08960321180083
129,69.0,0.0,4.0,0.0,1.0,103.82333861285721
130,133.0,0.0,4.0,0.0,2.0,103.60978351790524
131,197.0,0.0,4.0,0.0,3.0,103.55951708294324
132,13.0,0.0,4.0,1.0,0.0,107.33121733473375
133,77.0,0.0,4.0,1.0,1.0,106.7288968804474
134,141.0,0.0,4.0,1.0,2.0,106.19822503376238
135,205.0,0.0,4.0,1.0,3.0,106.219743637108
136,21.0,0.0,4.0,2.0,0.0,110.78530566956509
137,85.0,0.0,4.0,2.0,1.0,109.81071904387858
138,149.0,0.0,4.0,2.0,2.0,108.96358052471753
139,213.0,0.0,4.0,2.0,3.0,109.17237809733099
140,29.0,0.0,4.0,3.0,0.0,114.1618238480719
141,93.0,0.0,4.0,3.0,1.0,112.83040338129366
142,157.0,0.0,4.0,3.0,2.0,111.70519639615739
143,221.0,0.0,4.0,3.0,3.0,112.08399166749953
144,37.0,0.0,4.0,4.0,0.0,117.28126023395009
145,101.0,0.0,4.0,4.0,1.0,115.62422932451378
146,165.0,0.0,4.0,4.0,2.0,114.32463036686065
147,229.0,0.0,4.0,4.0,3.0,114.75232252400306
148,45.0,0.0,4.0,5.0,0.0,119.9880155277649
149,109.0,0.0,4.0,5.0,1.0,118.12237634148863
150,173.0,0.0,4.0,5.0,2.0,116.59275591436665
151,237.0,0.0,4.0,5.0,3.0,117.03834580258139
152,53.0,0.0,4.0,6.0,0.0,122.32289301502583
153,117.0,0.0,4.0,6.0,1.0,120.20815370684619
154,181.0,0.0,4.0,6.0,2.0,118.49621618742447
155,245.0,0.0,4.0,6.0,3.0,118.93551147742247
156,61.0,0.0,4.0,7.0,0.0,124.27202057440991
157,125.0,0.0,4.0,7.0,1.0,121.8913071049119
158,189.0,0.0,4.0,7.0,2.0,120.04173503248074
159,253.0,0.0,4.0,7.0,3.0,120.37909561767671
160,6.0,0.0,5.0,0.0,0.0,124.06345924194434
161,70.0,0.0,5.0,0.0,1.0,123.83720401501944
162,134.0,0.0,5.0,0.0,2.0,123.58606950174524
163,198.0,0.0,5.0,0.0,3.0,123.5800278713485
164,14.0,0.0,5.0,1.0,0.0,127.04798208338593
165,78.0,0.0,5.0,1.0,1.0,126.46093517970743
166,142.0,0.0,5.0,1.0,2.0,125.94736433313632
167,206.0,0.0,5.0,1.0,3.0,125.96497581380672
168,22.0,0.0,5.0,2.0,0.0,130.19485262436436
169,86.0,0.0,5.0,2.0,1.0,129.28764904873447
170,150.0,0.0,5.0,2.0,2.0,128.52584230480383
171,214.0,0.0,5.0,2.0,3.0,128.5729489198814
172,30.0,0.0,5.0,3.0,0.0,133.32041821279975
173,94.0,0.0,5.0,3.0,1.0,132.09557264215087
174,158.0,0.0,5.0,3.0,2.0,131.09822448234212
175,222.0,0.0,5.0,3.0,3.0,131.2130170420838
176,38.0,0.0,5.0,4.0,0.0,136.2437266964416
177,102.0,0.0,5.0,4.0,1.0,134.71768661271855
178,166.0,0.0,5.0,4.0,2.0,133.46613884967434
179,230.0,0.0,5.0,4.0,3.0,133.6607325977121
180,46.0,0.0,5.0,5.0,0.0,138.76163897545973
181,110.0,0.0,5.0,5.0,1.0,137.0191913948009
182,174.0,0.0,5.0,5.0,2.0,135.5309909076498
183,238.0,0.0,5.0,5.0,3.0,135.8014843793403
184,54.0,0.0,5.0,6.0,0.0,140.85642469140274
185,118.0,0.0,5.0,6.0,1.0,138.94713217792176
186,182.0,0.0,5.0,6.0,2.0,137.27613860490618
187,246.0,0.0,5.0,6.0,3.0,137.53718617866997
188,62.0,0.0,5.0,7.0,0.0,142.5922896898518
189,126.0,0.0,5.0,7.0,1.0,140.50747810135505
190,190.0,0.0,5.0,7.0,2.0,138.66645793237385
191,254.0,0.0,5.0,7.0,3.0,138.8328093648273
192,7.0,0.0,6.0,0.0,0.0,142.393012408509
193,71.0,0.0,6.0,0.0,1.0,142.1381258393701
194,135.0,0.0,6.0,0.0,2.0,141.92672887402037
195,199.0,0.0,6.0,0.0,3.0,141.91700164681762
196,15.0,0.0,6.0,1.0,0.0,145.05974273323858
197,79.0,0.0,6.0,1.0,1.0,144.53932272753852
198,143.0,0.0,6.0,1.0,2.0,144.06061659172892
199,207.0,0.0,6.0,1.0,3.0,144.07603119295
200,23.0,0.0,6.0,2.0,0.0,147.886627124936
201,87.0,0.0,6.0,2.0,1.0,147.10303235795965
202,151.0,0.0,6.0,2.0,2.0,146.40102885805138
203,215.0,0.0,6.0,2.0,3.0,146.46769658014398
204,31.0,0.0,6.0,3.0,0.0,150.74683478559095
205,95.0,0.0,6.0,3.0,1.0,149.68642738850696
206,159.0,0.0,6.0,3.0,2.0,148.73191066898397
207,223.0,0.0,6.0,3.0,3.0,148.88090263687556
208,39.0,0.0,6.0,4.0,0.0,153.40998838811618
209,103.0,0.0,6.0,4.0,1.0,152.05388865258985
210,167.0,0.0,6.0,4.0,2.0,150.9111464921262
211,231.0,0.0,6.0,4.0,3.0,151.06983321954965
212,47.0,0.0,6.0,5.0,0.0,155.7180762909692
213,111.0,0.0,6.0,5.0,1.0,154.16150189505154
214,175.0,0.0,6.0,5.0,2.0,152.82054184905996
215,239.0,0.0,6.0,5.0,3.0,152.96576125527835
216,55.0,0.0,6.0,6.0,0.0,157.65561506173756
217,119.0,0.0,6.0,6.0,1.0,155.89330383759136
218,183.0,0.0,6.0,6.0,2.0,154.39161291487721
219,247.0,0.0,6.0,6.0,3.0,154.5294331419506
220,63.0,0.0,6.0,7.0,0.0,159.265023682981
221,127.0,0.0,6.0,7.0,1.0,157.29977640814784
222,191.0,0.0,6.0,7.0,2.0,155.6303515142037
223,255.0,0.0,6.0,7.0,3.0,155.72171419081482
224,8.0,0.0,7.0,0.0,0.0,159.03429949163365
225,72.0,0.0,7.0,0.0,1.0,158.81967735424752
226,136.0,0.0,7.0,0.0,2.0,158.6160085093228
227,200.0,0.0,7.0,0.0,3.0,158.62517714742103
228,16.0,0.0,7.0,1.0,0.0,161.5176001902547
229,80.0,0.0,7.0,1.0,1.0,161.00907482421158
230,144.0,0.0,7.0,1.0,2.0,160.56074906962536
231,208.0,0.0,7.0,1.0,3.0,160.63764676732353
232,24.0,0.0,7.0,2.0,0.0,164.16050538120237
233,88.0,0.0,7.0,2.0,1.0,163.3854417762233
234,152.0,0.0,7.0,2.0,2.0,162.69544606483973
235,216.0,0.0,7.0,2.0,3.0,162.84105357639223
236,32.0,0.0,7.0,3.0,0.0,166.75983758940095
237,96.0,0.0,7.0,3.0,1.0,165.75668153095634
238,160.0,0.0,7.0,3.0,2.0,164.82928030193946
239,224.0,0.0,7.0,3.0,3.0,165.01687829306016
240,40.0,0.0,7.0,4.0,0.0,169.17643018264053
241,104.0,0.0,7.0,4.0,1.0,167.94975016212587
242,168.0,0.0,7.0,4.0,2.0,166.80752000053394
243,232.0,0.0,7.0,4.0,3.0,167.00167458718
244,48.0,0.0,7.0,5.0,0.0,171.3303037345624
245,112.0,0.0,7.0,5.0,1.0,169.92507953165372
246,176.0,0.0,7.0,5.0,2.0,168.56225675815446
247,240.0,0.0,7.0,5.0,3.0,168.7433124309407
248,56.0,0.0,7.0,6.0,0.0,173.12223907085652
249,120.0,0.0,7.0,6.0,1.0,171.57578663026453
250,184.0,0.0,7.0,6.0,2.0,170.03990209044187
251,248.0,0.0,7.0,6.0,3.0,170.1590924654257
252,64.0,0.0,7.0,7.0,0.0,174.64207534325342
253,128.0,0.0,7.0,7.0,1.0,172.9384949830565
254,192.0,0.0,7.0,7.0,2.0,171.23067740674213
255,256.0,0.0,7.0,7.0,3.0,171.25848735492062
