,Axial,Radial,Value,Relative Uncertainty
0,0,0,6947300.03013257,0.014462100632750009
1,0,1,7117453.430064644,0.015379650650241414
2,0,2,8148359.350649999,0.01450137207035027
3,0,3,9302798.293864252,0.012761050360401455
4,1,0,8765314.660192918,0.014339168830010778
5,1,1,8253803.678862023,0.012188297810666068
6,1,2,8855630.769273078,0.011419218073947681
7,1,3,9918888.925062815,0.013778005035458432
8,2,0,9721435.379642293,0.010914967077658077
9,2,1,8932948.224559765,0.012603306046062473
10,2,2,9417511.408614239,0.011822376578228346
11,2,3,10426332.464214638,0.0112948061551369
12,3,0,9370826.008914992,0.011600541737450289
13,3,1,8861214.69818138,0.012385408794082136
14,3,2,9248723.168506319,0.010906994976168803
15,3,3,10131384.448103005,0.012057238950352463
16,4,0,8293243.556413714,0.012574450097510423
17,4,1,7953107.063842819,0.012317945856984648
18,4,2,8632628.59716169,0.011844271907801823
19,4,3,9365479.041256882,0.011775177106968885
20,5,0,7173824.3714580415,0.014234442239989611
21,5,1,6920473.453067826,0.012536631564037126
22,5,2,7383325.215317155,0.014799188261795434
23,5,3,8442067.748005036,0.014724322933379937
24,6,0,5865352.644628685,0.014395217281933636
25,6,1,5486826.393884679,0.014375118016674257
26,6,2,5894029.729626702,0.014757255131348046
27,6,3,6703188.8036384545,0.01568412595889767
28,7,0,4320833.380206085,0.020070803702143324
29,7,1,4414100.101193162,0.018124540491463934
30,7,2,4860672.313756314,0.01901761112545259
31,7,3,5582676.282976205,0.01632221978498766
