,Axial,Radial,Value,Relative Uncertainty
0,0,0,7844543.458572984,0.010416768355273727
1,0,1,8067557.710936817,0.00995157008825491
2,0,2,8772569.267129933,0.009578096714972943
3,0,3,9795653.473561708,0.01034640463520505
4,1,0,9086648.633216824,0.008206959851834408
5,1,1,8699748.43522488,0.008557566957546512
6,1,2,9274877.67181349,0.009008218112819674
7,1,3,10473647.724358207,0.00849380414719922
8,2,0,9484444.69084283,0.00717077590896066
9,2,1,8984873.701912358,0.008015252110419407
10,2,2,9639783.013752766,0.0072285276373416476
11,2,3,10752060.15616055,0.009549052353869533
12,3,0,9016414.253491294,0.008492583161715514
13,3,1,8534015.965095982,0.008257289901511497
14,3,2,9120555.730636088,0.008861467159696096
15,3,3,10250273.87036332,0.008711572975855501
16,4,0,8120036.980395919,0.009044970800103037
17,4,1,7758125.480593958,0.00799819758561861
18,4,2,8215458.324309222,0.008424512898280383
19,4,3,9229949.25653926,0.009674639723082992
20,5,0,7023679.458978533,0.008813981890436196
21,5,1,6691960.890162916,0.010934645777277263
22,5,2,7109969.051874567,0.009307759773791596
23,5,3,7922949.7126919115,0.009700069507833437
24,6,0,5684668.220832925,0.011666353954554717
25,6,1,5340333.7061880715,0.013025939118105578
26,6,2,5854942.862315501,0.012648027567103664
27,6,3,6592482.805165575,0.014085805764079985
28,7,0,4212839.072272419,0.013883358967179241
29,7,1,4537566.838740838,0.01358068622697735
30,7,2,5017551.917138029,0.015417371887316582
31,7,3,5727006.092810754,0.016839746722027774
