,Axial,Radial,Value,Relative Uncertainty
0,0,0,6.555702999140068e+19,0.004635544335956494
1,0,1,6.3026667556248265e+19,0.005197909563727079
2,0,2,7.286219487191419e+19,0.005108895104274041
3,0,3,8.349599767270831e+19,0.005284453899343611
4,1,0,7.692015250450622e+19,0.00371419320722841
5,1,1,6.950119576773096e+19,0.003931935540991445
6,1,2,7.796783991495005e+19,0.004307672831760444
7,1,3,8.778413817963515e+19,0.00366814696941218
8,2,0,8.301192652324322e+19,0.003963515639985794
9,2,1,7.398704004189987e+19,0.0035325341384186797
10,2,2,8.215928053526358e+19,0.003841293199514259
11,2,3,9.2210552667999e+19,0.004137322289235841
12,3,0,8.0914948710237e+19,0.0034002122943298384
13,3,1,7.206846852459535e+19,0.0030938740495260247
14,3,2,7.983348863591083e+19,0.003762501889800374
15,3,3,8.877910578148195e+19,0.004148271900936606
16,4,0,7.410914229670787e+19,0.0033154170709059024
17,4,1,6.537372425851612e+19,0.0038394884451718662
18,4,2,7.24493794867923e+19,0.0039990515086479154
19,4,3,8.099960283990796e+19,0.0044665664156051405
20,5,0,6.358103317565657e+19,0.004282724811325491
21,5,1,5.619128532582591e+19,0.004499853760566976
22,5,2,6.271451217936699e+19,0.004698874252700857
23,5,3,7.005692656911374e+19,0.005076968062870978
24,6,0,5.1988045781346886e+19,0.005210202927669132
25,6,1,4.617956988780151e+19,0.005236626365517947
26,6,2,5.155336632968511e+19,0.005318484615939088
27,6,3,5.771248192227225e+19,0.005046500382238094
28,7,0,4.0959129106738725e+19,0.00684504695734007
29,7,1,3.836817841926453e+19,0.006766636027915548
30,7,2,4.390585660936922e+19,0.006928013454134262
31,7,3,4.982153677913358e+19,0.007590739227362895
