,Axial,Radial,Value,Relative Uncertainty
0,0,0,6.593331027290694e+19,0.005207444527779944
1,0,1,6.3221717006106616e+19,0.005137408459639845
2,0,2,7.3123277807635735e+19,0.0040596831963160265
3,0,3,8.417989773102835e+19,0.004744882369651901
4,1,0,7.690604863972485e+19,0.004604225104936377
5,1,1,6.9538797184675185e+19,0.004378574948131154
6,1,2,7.836635227562759e+19,0.003604587562147808
7,1,3,8.884717494198292e+19,0.004249931423998234
8,2,0,8.286760986466733e+19,0.003519452843095008
9,2,1,7.445027880629753e+19,0.004185658263298395
10,2,2,8.355463372334909e+19,0.004020269979525849
11,2,3,9.357551553294954e+19,0.003683314322093818
12,3,0,8.143085324519704e+19,0.0035660059184580636
13,3,1,7.21618213357855e+19,0.0034826347670156668
14,3,2,8.068375643872865e+19,0.003734221834647723
15,3,3,8.962248785613768e+19,0.004033106262049399
16,4,0,7.478668956235887e+19,0.003822225321731802
17,4,1,6.606001587047907e+19,0.003838612151107578
18,4,2,7.27593937399656e+19,0.0034472042869583075
19,4,3,8.078942939039126e+19,0.004237025361629243
20,5,0,6.382109853042849e+19,0.005169803636785535
21,5,1,5.661165512304203e+19,0.0049264259436790315
22,5,2,6.224912819204093e+19,0.004500362575397689
23,5,3,6.9426980028885836e+19,0.004788846345091645
24,6,0,5.0966948492049285e+19,0.006089678564012214
25,6,1,4.50662237660785e+19,0.006188118622404854
26,6,2,4.97457779499716e+19,0.006331546084225617
27,6,3,5.610617023712873e+19,0.006793969900890053
28,7,0,3.9874421144175935e+19,0.0071771337466453875
29,7,1,3.7241308267057635e+19,0.00614945551678627
30,7,2,4.272176748449948e+19,0.006351813611209186
31,7,3,4.85022218442443e+19,0.007115807188453093
