,Axial,Radial,Value,Relative Uncertainty
0,0,0,6.588626749274002e+19,0.005142720950442149
1,0,1,6.35995858796543e+19,0.005112196019432824
2,0,2,7.414368612955249e+19,0.005461008256624062
3,0,3,8.51551466598544e+19,0.005293007849538618
4,1,0,7.661422531438394e+19,0.004546721569724734
5,1,1,6.944303850814127e+19,0.004759499555878248
6,1,2,7.822740673207027e+19,0.004302972848433748
7,1,3,8.882399529194211e+19,0.005562893237858287
8,2,0,8.204932160533509e+19,0.004363216779336029
9,2,1,7.335018491407599e+19,0.004687015727102587
10,2,2,8.201739450737184e+19,0.0044970741487770265
11,2,3,9.182954242099947e+19,0.004196366837741119
12,3,0,8.064156207552222e+19,0.004288419283151374
13,3,1,7.134445185615205e+19,0.003969027786591239
14,3,2,7.937537004372217e+19,0.003476517556710618
15,3,3,8.892502175755323e+19,0.004089925409564094
16,4,0,7.426660939577932e+19,0.00387606968240942
17,4,1,6.560242343496206e+19,0.0035442255065936674
18,4,2,7.2279072199727374e+19,0.0034781788846821766
19,4,3,8.096437425987007e+19,0.004560902942240128
20,5,0,6.442766353443968e+19,0.0046415133742526505
21,5,1,5.667771410798673e+19,0.005003882953006996
22,5,2,6.29968892929714e+19,0.005232574152281154
23,5,3,7.049942194282247e+19,0.005548035692425624
24,6,0,5.212633145840509e+19,0.0064564053029419685
25,6,1,4.621335507305939e+19,0.007321213380984624
26,6,2,5.085326814943368e+19,0.006412287009408058
27,6,3,5.743565660351807e+19,0.00785174176263556
28,7,0,4.04412934386737e+19,0.008351399987824028
29,7,1,3.793442988214942e+19,0.008188312533391829
30,7,2,4.25711685632375e+19,0.00819609484017642
31,7,3,4.8386748887001194e+19,0.008196630425846108
