,Axial,Radial,Value,Relative Uncertainty
0,0,0,6.451631387130283e+19,0.004798461539972075
1,0,1,6.232056190035189e+19,0.004959852651126979
2,0,2,7.149061782640436e+19,0.005294118758714819
3,0,3,8.196150445489383e+19,0.005368119266581367
4,1,0,7.546916327242614e+19,0.00446575284501209
5,1,1,6.83348037570847e+19,0.004047615853073875
6,1,2,7.649360687783672e+19,0.004092655816750662
7,1,3,8.673809583310037e+19,0.004256279729893777
8,2,0,8.188283296448043e+19,0.003920295928124251
9,2,1,7.334556356184773e+19,0.003212435457149873
10,2,2,8.149145959999906e+19,0.00365631601083909
11,2,3,9.196135114124467e+19,0.00441483977032057
12,3,0,8.072501548739471e+19,0.0040944421765304944
13,3,1,7.162451804709175e+19,0.003720458403300215
14,3,2,7.960789595095792e+19,0.003953667060645995
15,3,3,8.993830994928122e+19,0.0038572178451920934
16,4,0,7.48709867678076e+19,0.003899576851725775
17,4,1,6.570010141317401e+19,0.003527636135225929
18,4,2,7.292994682747111e+19,0.003997663383759773
19,4,3,8.1280959969308e+19,0.004320274245415588
20,5,0,6.55630171551442e+19,0.004405999284135901
21,5,1,5.728111241873955e+19,0.004645372203107825
22,5,2,6.346451278059903e+19,0.004716603180264933
23,5,3,7.081260451046082e+19,0.004588796061518319
24,6,0,5.35731750492464e+19,0.005602165356591101
25,6,1,4.746392743287161e+19,0.005779115774030644
26,6,2,5.264472920005427e+19,0.005340432903611043
27,6,3,5.880309847932075e+19,0.005308499857409181
28,7,0,4.2153904381255205e+19,0.005675263250016553
29,7,1,3.927681614401664e+19,0.005723713250642928
30,7,2,4.466197600055453e+19,0.006123696633594805
31,7,3,5.1411327008612975e+19,0.0063770325798253895
