,Axial,Radial,Value,Relative Uncertainty
0,0,0,7461679.7033191025,0.006171968111640029
1,0,1,7589835.083552845,0.006845729162842949
2,0,2,8461508.60124836,0.006918491823573385
3,0,3,9873341.855137303,0.006988168117303523
4,1,0,8776197.5312663,0.006345180409991843
5,1,1,8275044.478524422,0.006025103503287416
6,1,2,9144136.390319,0.005766861108138385
7,1,3,10240620.07378355,0.0057414353276446966
8,2,0,9319712.736045178,0.006356946059369985
9,2,1,8978011.346378133,0.005823515792498893
10,2,2,9529503.955125172,0.006851903739242356
11,2,3,10720069.22581059,0.005712500640728027
12,3,0,9013989.780080512,0.005574465024413433
13,3,1,8721710.647582367,0.005930326083902622
14,3,2,9273482.884922635,0.005133165352109274
15,3,3,10289621.008071745,0.004837946953020666
16,4,0,8321561.1563707935,0.005947254841071429
17,4,1,7915230.190923553,0.005477262738432294
18,4,2,8497541.123960352,0.004804141523118137
19,4,3,9374471.12814364,0.005699385534254179
20,5,0,7121386.47475539,0.005484226534254043
21,5,1,6932858.291081747,0.006199207588001876
22,5,2,7263242.303589182,0.006056801122988466
23,5,3,8041533.976595471,0.006153001634438865
24,6,0,5786117.235798662,0.00722664699464355
25,6,1,5643291.478330794,0.008592003007313578
26,6,2,5922962.09003104,0.006513507770820345
27,6,3,6549517.518790657,0.007464292268390736
28,7,0,4344778.981419875,0.008179040079578183
29,7,1,4574743.713921681,0.009892073948783659
30,7,2,5023488.063115081,0.010457167989062242
31,7,3,5643755.822790619,0.009160670338158589
