,Axial,Radial,Value,Relative Uncertainty
0,0,0,6.649963503039606e+19,0.004359588538977655
1,0,1,6.41428940157112e+19,0.003945764403411511
2,0,2,7.42591764535707e+19,0.0043037375606212805
3,0,3,8.480912839374728e+19,0.004894382559343637
4,1,0,7.669598894970557e+19,0.0037529283644205155
5,1,1,6.931817523603815e+19,0.0034502122228954606
6,1,2,7.864522184205112e+19,0.003907515960421925
7,1,3,8.870797600626986e+19,0.004417434677654681
8,2,0,8.29803826345497e+19,0.0036575798824964563
9,2,1,7.407108272413516e+19,0.003834316595013921
10,2,2,8.341968166606694e+19,0.0038533293686003663
11,2,3,9.320352774147917e+19,0.0039097131900882294
12,3,0,8.10537736794255e+19,0.0035747756793552492
13,3,1,7.2524081077663154e+19,0.003662106530201097
14,3,2,8.078799970099777e+19,0.0035317363619686523
15,3,3,9.008140916164411e+19,0.004248506461270889
16,4,0,7.430495918851444e+19,0.003973382729081166
17,4,1,6.6107369817275695e+19,0.0037350910729837734
18,4,2,7.288514491439023e+19,0.00398572784084525
19,4,3,8.214929689226523e+19,0.003992709945861932
20,5,0,6.410633780717895e+19,0.00428473338847991
21,5,1,5.645327215764948e+19,0.00420901478416836
22,5,2,6.229148055035723e+19,0.004527266676189689
23,5,3,6.981408538727409e+19,0.004755878106293332
24,6,0,5.135432434846798e+19,0.005186990300508908
25,6,1,4.52535226266908e+19,0.0048151456597018165
26,6,2,4.947991008192499e+19,0.0057634327142641216
27,6,3,5.586645796729313e+19,0.006239944885438826
28,7,0,4.023133408762591e+19,0.006167306628914978
29,7,1,3.747179792827119e+19,0.0065801476625268205
30,7,2,4.187202686808297e+19,0.006791298733687614
31,7,3,4.727963709649686e+19,0.007520692226926668
