,Zone,Type,Pass,Axial,Radial,Value
0,1.0,0.0,0.0,0.0,0.0,4.305311841565512
1,65.0,0.0,0.0,0.0,1.0,3.8071932108855173
2,129.0,0.0,0.0,0.0,2.0,3.3407571530190037
3,193.0,0.0,0.0,0.0,3.0,3.2399258975991954
4,9.0,0.0,0.0,1.0,0.0,9.080215327185186
5,73.0,0.0,0.0,1.0,1.0,8.052912586924528
6,137.0,0.0,0.0,1.0,2.0,7.180646380837082
7,201.0,0.0,0.0,1.0,3.0,7.240845557652452
8,17.0,0.0,0.0,2.0,0.0,14.095398678327584
9,81.0,0.0,0.0,2.0,1.0,12.55364926420398
10,145.0,0.0,0.0,2.0,2.0,11.258841320890825
11,209.0,0.0,0.0,2.0,3.0,11.539399719170483
12,25.0,0.0,0.0,3.0,0.0,18.86707541673592
13,89.0,0.0,0.0,3.0,1.0,16.77564483880101
14,153.0,0.0,0.0,3.0,2.0,15.158320168044115
15,217.0,0.0,0.0,3.0,3.0,15.610473772669742
16,33.0,0.0,0.0,4.0,0.0,23.230765022489607
17,97.0,0.0,0.0,4.0,1.0,20.672456243351
18,161.0,0.0,0.0,4.0,2.0,18.765642989566988
19,225.0,0.0,0.0,4.0,3.0,19.326938129264377
20,41.0,0.0,0.0,5.0,0.0,26.964827543761977
21,105.0,0.0,0.0,5.0,1.0,24.042969142576723
22,169.0,0.0,0.0,5.0,2.0,21.82748483669923
23,233.0,0.0,0.0,5.0,3.0,22.42909992383486
24,49.0,0.0,0.0,6.0,0.0,29.980449487817992
25,113.0,0.0,0.0,6.0,1.0,26.79707096744608
26,177.0,0.0,0.0,6.0,2.0,24.320334072605288
27,241.0,0.0,0.0,6.0,3.0,24.945371330821473
28,57.0,0.0,0.0,7.0,0.0,32.5663590540075
29,121.0,0.0,0.0,7.0,1.0,29.095938578555533
30,185.0,0.0,0.0,7.0,2.0,26.311913505202593
31,249.0,0.0,0.0,7.0,3.0,26.89264756086796
