,Zone,Type,Pass,Axial,Radial,Value
0,1.0,0.0,0.0,0.0,0.0,4.361457509797238
1,65.0,0.0,0.0,0.0,1.0,3.8384900291918562
2,129.0,0.0,0.0,0.0,2.0,3.502173793550069
3,193.0,0.0,0.0,0.0,3.0,3.306480330966285
4,9.0,0.0,0.0,1.0,0.0,9.108219854609064
5,73.0,0.0,0.0,1.0,1.0,8.16204707258676
6,137.0,0.0,0.0,1.0,2.0,7.377292377989946
7,201.0,0.0,0.0,1.0,3.0,7.267050258485185
8,17.0,0.0,0.0,2.0,0.0,14.236612678346464
9,81.0,0.0,0.0,2.0,1.0,12.80057325731742
10,145.0,0.0,0.0,2.0,2.0,11.346208193560335
11,209.0,0.0,0.0,2.0,3.0,11.495064982808486
12,25.0,0.0,0.0,3.0,0.0,18.93352692067252
13,89.0,0.0,0.0,3.0,1.0,17.004943883937795
14,153.0,0.0,0.0,3.0,2.0,15.142805005039355
15,217.0,0.0,0.0,3.0,3.0,15.562685874863389
16,33.0,0.0,0.0,4.0,0.0,23.280088748915034
17,97.0,0.0,0.0,4.0,1.0,20.81262070139536
18,161.0,0.0,0.0,4.0,2.0,18.60184162168577
19,225.0,0.0,0.0,4.0,3.0,19.161337631631035
20,41.0,0.0,0.0,5.0,0.0,26.88397529918558
21,105.0,0.0,0.0,5.0,1.0,24.104998816578277
22,169.0,0.0,0.0,5.0,2.0,21.575661321885804
23,233.0,0.0,0.0,5.0,3.0,22.1867889197964
24,49.0,0.0,0.0,6.0,0.0,29.9684974901513
25,113.0,0.0,0.0,6.0,1.0,26.776976584221128
26,177.0,0.0,0.0,6.0,2.0,23.861456847466048
27,241.0,0.0,0.0,6.0,3.0,24.751953029244255
28,57.0,0.0,0.0,7.0,0.0,32.587409023052125
29,121.0,0.0,0.0,7.0,1.0,29.02902504833049
30,185.0,0.0,0.0,7.0,2.0,25.860564740784593
31,249.0,0.0,0.0,7.0,3.0,26.58369302640962
32,2.0,0.0,1.0,0.0,0.0,32.73350276238522
33,66.0,0.0,1.0,0.0,1.0,32.17657551289898
34,130.0,0.0,1.0,0.0,2.0,31.824610508327655
35,194.0,0.0,1.0,0.0,3.0,31.669320575148333
36,10.0,0.0,1.0,1.0,0.0,37.397694635192266
37,74.0,0.0,1.0,1.0,1.0,36.20503228754156
38,138.0,0.0,1.0,1.0,2.0,35.490558908878974
39,202.0,0.0,1.0,1.0,3.0,35.60228129257543
40,18.0,0.0,1.0,2.0,0.0,41.912000887440534
41,82.0,0.0,1.0,2.0,1.0,40.297343657362966
42,146.0,0.0,1.0,2.0,2.0,39.25770886877235
43,210.0,0.0,1.0,2.0,3.0,39.52364941366232
44,26.0,0.0,1.0,3.0,0.0,46.345007990344165
45,90.0,0.0,1.0,3.0,1.0,44.16987546842925
46,154.0,0.0,1.0,3.0,2.0,42.85063492068626
47,218.0,0.0,1.0,3.0,3.0,43.40981317482301
48,34.0,0.0,1.0,4.0,0.0,50.334093087676955
49,98.0,0.0,1.0,4.0,1.0,47.65744458008239
50,162.0,0.0,1.0,4.0,2.0,46.05560349952707
51,226.0,0.0,1.0,4.0,3.0,46.79610527773332
52,42.0,0.0,1.0,5.0,0.0,53.63397819585962
53,106.0,0.0,1.0,5.0,1.0,50.6681193554266
54,170.0,0.0,1.0,5.0,2.0,48.784264283963495
55,234.0,0.0,1.0,5.0,3.0,49.75693347165685
56,50.0,0.0,1.0,6.0,0.0,56.44841212141904
57,114.0,0.0,1.0,6.0,1.0,53.16056581502132
58,178.0,0.0,1.0,6.0,2.0,51.01409887299287
59,242.0,0.0,1.0,6.0,3.0,52.05638243952612
60,58.0,0.0,1.0,7.0,0.0,58.74996072402788
61,122.0,0.0,1.0,7.0,1.0,55.23004112814512
62,186.0,0.0,1.0,7.0,2.0,52.75560450987776
63,250.0,0.0,1.0,7.0,3.0,53.77510634028614
64,3.0,0.0,2.0,0.0,0.0,58.95053309505425
65,67.0,0.0,2.0,0.0,1.0,58.52941371947823
66,131.0,0.0,2.0,0.0,2.0,58.11354393892148
67,195.0,0.0,2.0,0.0,3.0,58.11088180291757
68,11.0,0.0,2.0,1.0,0.0,63.10795597500383
69,75.0,0.0,2.0,1.0,1.0,62.17435613518978
70,139.0,0.0,2.0,1.0,2.0,61.45963111043019
71,203.0,0.0,2.0,1.0,3.0,61.49854596818394
72,19.0,0.0,2.0,2.0,0.0,67.2844278602477
73,83.0,0.0,2.0,2.0,1.0,65.96988650594034
74,147.0,0.0,2.0,2.0,2.0,64.84960553017228
75,211.0,0.0,2.0,2.0,3.0,65.06690020394157
76,27.0,0.0,2.0,3.0,0.0,71.35383633824173
77,91.0,0.0,2.0,3.0,1.0,69.56267831299589
78,155.0,0.0,2.0,3.0,2.0,68.13514555416553
79,219.0,0.0,2.0,3.0,3.0,68.49979966212089
80,35.0,0.0,2.0,4.0,0.0,74.94610971675371
81,99.0,0.0,2.0,4.0,1.0,72.81878311610568
82,163.0,0.0,2.0,4.0,2.0,71.07462747210145
83,227.0,0.0,2.0,4.0,3.0,71.62666804660289
84,43.0,0.0,2.0,5.0,0.0,78.05200420244904
85,107.0,0.0,2.0,5.0,1.0,75.54312617168326
86,171.0,0.0,2.0,5.0,2.0,73.6315075397958
87,235.0,0.0,2.0,5.0,3.0,74.29852912477513
88,51.0,0.0,2.0,6.0,0.0,80.65649744667292
89,115.0,0.0,2.0,6.0,1.0,77.86071869917778
90,179.0,0.0,2.0,6.0,2.0,75.6990346573656
91,243.0,0.0,2.0,6.0,3.0,76.5014625446544
92,59.0,0.0,2.0,7.0,0.0,82.74739880164918
93,123.0,0.0,2.0,7.0,1.0,79.78712201840783
94,187.0,0.0,2.0,7.0,2.0,77.34687533796739
95,251.0,0.0,2.0,7.0,3.0,78.09467541139281
96,4.0,0.0,3.0,0.0,0.0,82.89079981479915
97,68.0,0.0,3.0,0.0,1.0,82.62976145572435
98,132.0,0.0,3.0,0.0,2.0,82.348050004669
99,196.0,0.0,3.0,0.0,3.0,82.26486978935596
100,12.0,0.0,3.0,1.0,0.0,86.6946859653892
101,76.0,0.0,3.0,1.0,1.0,85.92851043507657
102,140.0,0.0,3.0,1.0,2.0,85.35228074434806
103,204.0,0.0,3.0,1.0,3.0,85.37831381229435
104,20.0,0.0,3.0,2.0,0.0,90.45850323712993
105,84.0,0.0,3.0,2.0,1.0,89.32787186921034
106,148.0,0.0,3.0,2.0,2.0,88.50846434341041
107,212.0,0.0,3.0,2.0,3.0,88.62243748555954
108,28.0,0.0,3.0,3.0,0.0,94.12694853911708
109,92.0,0.0,3.0,3.0,1.0,92.64870216403962
110,156.0,0.0,3.0,3.0,2.0,91.4037931279122
111,220.0,0.0,3.0,3.0,3.0,91.621476943552
112,36.0,0.0,3.0,4.0,0.0,97.44838311756185
113,100.0,0.0,3.0,4.0,1.0,95.52742062971573
114,164.0,0.0,3.0,4.0,2.0,94.03462340178768
115,228.0,0.0,3.0,4.0,3.0,94.3069090023435
116,44.0,0.0,3.0,5.0,0.0,100.25328225346414
117,108.0,0.0,3.0,5.0,1.0,98.02273708265358
118,172.0,0.0,3.0,5.0,2.0,96.40824697183628
119,236.0,0.0,3.0,5.0,3.0,96.77460673289511
120,52.0,0.0,3.0,6.0,0.0,102.50698461438155
121,116.0,0.0,3.0,6.0,1.0,100.0674457444617
122,180.0,0.0,3.0,6.0,2.0,98.20763949095951
123,244.0,0.0,3.0,6.0,3.0,98.68476437231855
124,60.0,0.0,3.0,7.0,0.0,104.50194757638786
125,124.0,0.0,3.0,7.0,1.0,101.71615930868903
126,188.0,0.0,3.0,7.0,2.0,99.75368685111786
127,252.0,0.0,3.0,7.0,3.0,100.07382556101706
128,5.0,0.0,4.0,0.0,0.0,104.68696629455346
129,69.0,0.0,4.0,0.0,1.0,104.30797724786817
130,133.0,0.0,4.0,0.0,2.0,103.97347182147152
131,197.0,0.0,4.0,0.0,3.0,103.95799191185637
132,13.0,0.0,4.0,1.0,0.0,108.12900502873887
133,77.0,0.0,4.0,1.0,1.0,107.45151887495442
134,141.0,0.0,4.0,1.0,2.0,106.63047012235559
135,205.0,0.0,4.0,1.0,3.0,106.88497404087798
136,21.0,0.0,4.0,2.0,0.0,111.72793547188762
137,85.0,0.0,4.0,2.0,1.0,110.63227142986956
138,149.0,0.0,4.0,2.0,2.0,109.52876074502898
139,213.0,0.0,4.0,2.0,3.0,109.94086390150763
140,29.0,0.0,4.0,3.0,0.0,115.04915856987822
141,93.0,0.0,4.0,3.0,1.0,113.54315714097693
142,157.0,0.0,4.0,3.0,2.0,112.15814092043135
143,221.0,0.0,4.0,3.0,3.0,112.604081707361
144,37.0,0.0,4.0,4.0,0.0,118.03708913509819
145,101.0,0.0,4.0,4.0,1.0,116.20766785394676
146,165.0,0.0,4.0,4.0,2.0,114.68434655753084
147,229.0,0.0,4.0,4.0,3.0,115.18085899737788
