,Axial,Radial,Value,Relative Uncertainty
0,0,0,7553964.631288847,0.006071725397387712
1,0,1,7701244.898792572,0.006034797470767351
2,0,2,8561770.880934276,0.005154633834169949
3,0,3,9868456.8321597,0.006410745863091388
4,1,0,8891365.545857845,0.005371531581679309
5,1,1,8440650.176962543,0.00528272181662679
6,1,2,9019325.385655183,0.005784933541220421
7,1,3,10253313.285656521,0.005050740985642983
8,2,0,9426553.824144952,0.004314118054930942
9,2,1,8897765.34108019,0.004350655502278777
10,2,2,9517788.158750191,0.005403622891256572
11,2,3,10618091.154427765,0.005013083240939674
12,3,0,9070366.945431834,0.0043717296806161255
13,3,1,8697298.090207744,0.0045974228220512095
14,3,2,9233493.081270587,0.004100555073111984
15,3,3,10341228.064672215,0.004545248538225021
16,4,0,8274161.2998021925,0.005187611705952966
17,4,1,7989544.893681406,0.005395583183143587
18,4,2,8508252.176512474,0.0036799032568043677
19,4,3,9349836.081524877,0.004702838755389947
20,5,0,7050149.37773231,0.005955445162261821
21,5,1,6886533.333295362,0.005674565855912465
22,5,2,7319858.762058206,0.005548301534402959
23,5,3,8128764.9399457015,0.005909430412614055
24,6,0,5673869.112692536,0.007082605646423874
25,6,1,5463983.105252832,0.00682402595348461
26,6,2,5914294.518403459,0.007037492716139646
27,6,3,6659201.18761654,0.008096870254396002
28,7,0,4265911.666408218,0.00758900388059301
29,7,1,4521299.604451149,0.0072638374497045015
30,7,2,4983112.771661807,0.008693270407498803
31,7,3,5688580.006789934,0.007979136335719254
