,Axial,Radial,Value,Relative Uncertainty
0,0,0,6.547681825784852e+19,0.0053320253570251965
1,0,1,6.3256265495018185e+19,0.005010457913478519
2,0,2,7.245418246408197e+19,0.0053051886256199506
3,0,3,8.353914052283408e+19,0.005645893818580686
4,1,0,7.594352038527582e+19,0.004596982833369389
5,1,1,6.866929213722641e+19,0.004401011873946269
6,1,2,7.708195906228452e+19,0.004848779496466149
7,1,3,8.76077639226036e+19,0.005230187382304721
8,2,0,8.221405960681811e+19,0.0035975776903532496
9,2,1,7.3094722253503955e+19,0.0034757177695321413
10,2,2,8.147191398753849e+19,0.00449432423633381
11,2,3,9.183020434697272e+19,0.0042921470534974275
12,3,0,8.115055385557105e+19,0.003145604282130961
13,3,1,7.190896121917406e+19,0.0037902944246824945
14,3,2,7.947517601284142e+19,0.003045170885869789
15,3,3,8.938389597293353e+19,0.004042911496624512
16,4,0,7.49232692304799e+19,0.00423690277377271
17,4,1,6.613983499205164e+19,0.003949925675100684
18,4,2,7.336479127601233e+19,0.0037860017426471597
19,4,3,8.203146553008947e+19,0.004049457894834403
20,5,0,6.495636712094333e+19,0.0056314074284091725
21,5,1,5.738353560859166e+19,0.0053461952605804944
22,5,2,6.393377049426288e+19,0.005259810662404523
23,5,3,7.096943061653452e+19,0.005623806766215977
24,6,0,5.237388980359177e+19,0.006491086371033897
25,6,1,4.593899412314123e+19,0.006153876146821148
26,6,2,5.1329118293627216e+19,0.007131916221695654
27,6,3,5.829627604487035e+19,0.007302711788472689
28,7,0,4.117928856357933e+19,0.006775473551224279
29,7,1,3.863240999409076e+19,0.006672773083980913
30,7,2,4.349715834542758e+19,0.007079890238664424
31,7,3,4.998255004192146e+19,0.00850848293536352
