,Zone,Type,Pass,Axial,Radial,Value
0,1.0,0.0,0.0,0.0,0.0,3.581988582598898
1,65.0,0.0,0.0,0.0,1.0,3.0344448628303593
2,129.0,0.0,0.0,0.0,2.0,2.655113560375274
3,193.0,0.0,0.0,0.0,3.0,2.616623051120064
4,9.0,0.0,0.0,1.0,0.0,8.370551306439934
5,73.0,0.0,0.0,1.0,1.0,7.264244498240685
6,137.0,0.0,0.0,1.0,2.0,6.347151226931657
7,201.0,0.0,0.0,1.0,3.0,6.45960264171768
8,17.0,0.0,0.0,2.0,0.0,13.410413628820425
9,81.0,0.0,0.0,2.0,1.0,11.76167892930381
10,145.0,0.0,0.0,2.0,2.0,10.332830644721556
11,209.0,0.0,0.0,2.0,3.0,10.631978466624847
12,25.0,0.0,0.0,3.0,0.0,18.271164077772802
13,89.0,0.0,0.0,3.0,1.0,16.105115853341736
14,153.0,0.0,0.0,3.0,2.0,14.275509858080026
15,217.0,0.0,0.0,3.0,3.0,14.712447803588635
16,33.0,0.0,0.0,4.0,0.0,22.784680314205627
17,97.0,0.0,0.0,4.0,1.0,20.097325306227845
18,161.0,0.0,0.0,4.0,2.0,17.92361856273035
19,225.0,0.0,0.0,4.0,3.0,18.48133819896524
20,41.0,0.0,0.0,5.0,0.0,26.60454550403665
21,105.0,0.0,0.0,5.0,1.0,23.528688558094867
22,169.0,0.0,0.0,5.0,2.0,21.08076525918662
23,233.0,0.0,0.0,5.0,3.0,21.722066803289568
24,49.0,0.0,0.0,6.0,0.0,29.711595252447083
25,113.0,0.0,0.0,6.0,1.0,26.297065468581344
26,177.0,0.0,0.0,6.0,2.0,23.618969747834257
27,241.0,0.0,0.0,6.0,3.0,24.37648959938221
28,57.0,0.0,0.0,7.0,0.0,32.23024558970103
29,121.0,0.0,0.0,7.0,1.0,28.567070770705218
30,185.0,0.0,0.0,7.0,2.0,25.653558874334987
31,249.0,0.0,0.0,7.0,3.0,26.384038350956843
32,2.0,0.0,1.0,0.0,0.0,31.896397233373875
33,66.0,0.0,1.0,0.0,1.0,31.493903336539482
34,130.0,0.0,1.0,0.0,2.0,31.168731274558404
35,194.0,0.0,1.0,0.0,3.0,31.0866497509991
36,10.0,0.0,1.0,1.0,0.0,36.33403829805227
37,74.0,0.0,1.0,1.0,1.0,35.448444960101135
38,138.0,0.0,1.0,1.0,2.0,34.6697181139061
39,202.0,0.0,1.0,1.0,3.0,34.65925720972137
40,18.0,0.0,1.0,2.0,0.0,40.9284635761989
41,82.0,0.0,1.0,2.0,1.0,39.59725502090993
42,146.0,0.0,1.0,2.0,2.0,38.420863939366406
43,210.0,0.0,1.0,2.0,3.0,38.51604860717107
44,26.0,0.0,1.0,3.0,0.0,45.43244366628157
45,90.0,0.0,1.0,3.0,1.0,43.68481455438241
46,154.0,0.0,1.0,3.0,2.0,42.088447414872064
47,218.0,0.0,1.0,3.0,3.0,42.33967662240183
48,34.0,0.0,1.0,4.0,0.0,49.57665883596632
49,98.0,0.0,1.0,4.0,1.0,47.386068696984694
50,162.0,0.0,1.0,4.0,2.0,45.454999042230156
51,226.0,0.0,1.0,4.0,3.0,45.84434521380831
52,42.0,0.0,1.0,5.0,0.0,53.101019791843505
53,106.0,0.0,1.0,5.0,1.0,50.53572533999902
54,170.0,0.0,1.0,5.0,2.0,48.3468406549781
55,234.0,0.0,1.0,5.0,3.0,48.85942151670392
56,50.0,0.0,1.0,6.0,0.0,55.94528761874006
57,114.0,0.0,1.0,6.0,1.0,53.094410959219886
58,178.0,0.0,1.0,6.0,2.0,50.68978207561947
59,242.0,0.0,1.0,6.0,3.0,51.2924141104763
60,58.0,0.0,1.0,7.0,0.0,58.22809477588769
61,122.0,0.0,1.0,7.0,1.0,55.17063211642575
62,186.0,0.0,1.0,7.0,2.0,52.53684513525131
63,250.0,0.0,1.0,7.0,3.0,53.11963180374936
64,3.0,0.0,2.0,0.0,0.0,58.261225819197534
65,67.0,0.0,2.0,0.0,1.0,57.82882090136673
66,131.0,0.0,2.0,0.0,2.0,57.45896741985992
67,195.0,0.0,2.0,0.0,3.0,57.426126850348425
68,11.0,0.0,2.0,1.0,0.0,62.242883140555875
69,75.0,0.0,2.0,1.0,1.0,61.44561731979569
70,139.0,0.0,2.0,1.0,2.0,60.64538000714468
71,203.0,0.0,2.0,1.0,3.0,60.6782756848219
72,19.0,0.0,2.0,2.0,0.0,66.46677971576372
73,83.0,0.0,2.0,2.0,1.0,65.2243453065979
74,147.0,0.0,2.0,2.0,2.0,64.02387427537919
75,211.0,0.0,2.0,2.0,3.0,64.25692869782951
76,27.0,0.0,2.0,3.0,0.0,70.65302952145166
77,91.0,0.0,2.0,3.0,1.0,68.96826144332212
78,155.0,0.0,2.0,3.0,2.0,67.44060638552824
79,219.0,0.0,2.0,3.0,3.0,67.76206594756607
80,35.0,0.0,2.0,4.0,0.0,74.44973468877566
81,99.0,0.0,2.0,4.0,1.0,72.37050502792864
82,163.0,0.0,2.0,4.0,2.0,70.59623427305121
83,227.0,0.0,2.0,4.0,3.0,70.94654295841964
84,43.0,0.0,2.0,5.0,0.0,77.74328357886554
85,107.0,0.0,2.0,5.0,1.0,75.28758300581272
86,171.0,0.0,2.0,5.0,2.0,73.28624260781157
87,235.0,0.0,2.0,5.0,3.0,73.66707244019926
88,51.0,0.0,2.0,6.0,0.0,80.38394258974539
89,115.0,0.0,2.0,6.0,1.0,77.65742355699042
90,179.0,0.0,2.0,6.0,2.0,75.4290311672262
91,243.0,0.0,2.0,6.0,3.0,75.9217160094488
92,59.0,0.0,2.0,7.0,0.0,82.48508200557757
93,123.0,0.0,2.0,7.0,1.0,79.54266871876933
94,187.0,0.0,2.0,7.0,2.0,77.10872239686542
95,251.0,0.0,2.0,7.0,3.0,77.57994075742768
96,4.0,0.0,3.0,0.0,0.0,82.33988449435883
97,68.0,0.0,3.0,0.0,1.0,81.99254017965362
98,132.0,0.0,3.0,0.0,2.0,81.6617253221941
